# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  159       7.168650744777e-10       1.639634581988e-13      -7.187217459980e-12       0.000000000000e+00       1.860768699539e-12       5.615480237386e-13      -3.539038329180e-15 
  160       7.219587209770e-10       1.633112387772e-13      -7.190451006505e-12       0.000000000000e+00       1.824848501311e-12       5.544767386394e-13      -3.484662223983e-15 
  161       7.270244849913e-10       1.626026918281e-13      -7.190313997836e-12       0.000000000000e+00       1.789840417661e-12       5.475294173734e-13      -3.430636373487e-15 
  162       7.320611403073e-10       1.618390976493e-13      -7.186764998297e-12       0.000000000000e+00       1.755725516408e-12       5.407011154429e-13      -3.376894484120e-15 
  163       7.370674261728e-10       1.610218328531e-13      -7.179763952823e-12       0.000000000000e+00       1.722481508640e-12       5.339862088470e-13      -3.323364614183e-15 
  164       7.420420466694e-10       1.601523718526e-13      -7.169272220521e-12       0.000000000000e+00       1.690082681372e-12       5.273783806034e-13      -3.269969069263e-15 
  165       7.469836700846e-10       1.592322883492e-13      -7.155252608243e-12       0.000000000000e+00       1.658499830182e-12       5.208706072699e-13      -3.216624297653e-15 
  166       7.518909282846e-10       1.582632568183e-13      -7.137669404154e-12       0.000000000000e+00       1.627700191865e-12       5.144551454654e-13      -3.163240785771e-15 
  167       7.567624160870e-10       1.572470539971e-13      -7.116488411299e-12       0.000000000000e+00       1.597647377074e-12       5.081235183913e-13      -3.109722953576e-15 
  168       7.615966906332e-10       1.561855603707e-13      -7.091676981171e-12       0.000000000000e+00       1.568301302972e-12       5.018665023531e-13      -3.055969049989e-15 
  169       7.663922707606e-10       1.550807616591e-13      -7.063204047283e-12       0.000000000000e+00       1.539618125873e-12       4.956741132818e-13      -3.001871048305e-15 
  170       7.711476363758e-10       1.539347503037e-13      -7.031040158731e-12       0.000000000000e+00       1.511550173890e-12       4.895355932549e-13      -2.947314541618e-15 
