# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   63       2.515527892027e-10       3.008537477808e-14      -3.662105112294e-13       0.000000000000e+00       2.431493007521e-11       3.218792853821e-12      -9.526234585171e-15 
   64       2.552119859346e-10       3.155102972449e-14      -4.130485495453e-13       0.000000000000e+00       2.339339041376e-11       3.124720755824e-12      -9.773517696292e-15 
   65       2.588984519873e-10       3.305414649924e-14      -4.616095518202e-13       0.000000000000e+00       2.251360318397e-11       3.035134670739e-12      -9.937510202237e-15 
   66       2.626130638065e-10       3.459415335728e-14      -5.118923453182e-13       0.000000000000e+00       2.167463530096e-11       2.949937110786e-12      -1.001908951075e-14 
   67       2.663573978154e-10       3.617041728555e-14      -5.639025559332e-13       0.000000000000e+00       2.087617040428e-11       2.869002264364e-12      -1.002804332119e-14 
   68       2.701325559563e-10       3.778222557586e-14      -6.176459886617e-13       0.000000000000e+00       2.011707559746e-11       2.792103265294e-12      -9.975989965278e-15 
   69       2.739391313482e-10       3.942878390287e-14      -6.731287011155e-13       0.000000000000e+00       1.939535858808e-11       2.718907040073e-12      -9.876453532474e-15 
   70       2.777771739433e-10       4.110921440215e-14      -7.303570770345e-13       0.000000000000e+00       1.870812482774e-11       2.648969155139e-12      -9.744938995340e-15 
   71       2.816461561839e-10       4.282255374811e-14      -7.893378997998e-13       0.000000000000e+00       1.805153465213e-11       2.581728664131e-12      -9.599007334917e-15 
   72       2.855454677257e-10       4.456782672774e-14      -8.500728565040e-13       0.000000000000e+00       1.742177092600e-11       2.516648233215e-12      -9.454719680040e-15 
   73       2.894760858608e-10       4.634428758248e-14      -9.125406654839e-13       0.000000000000e+00       1.681825225462e-11       2.453677106574e-12      -9.315012588709e-15 
   74       2.934391651622e-10       4.815122173425e-14      -9.767116350455e-13       0.000000000000e+00       1.624096196507e-11       2.392868109065e-12      -9.179216776880e-15 
   75       2.974355149420e-10       4.998787419941e-14      -1.042552876207e-12       0.000000000000e+00       1.568947279784e-11       2.334238437427e-12      -9.046482754194e-15 
   76       3.014655769884e-10       5.185344939044e-14      -1.110028249056e-12       0.000000000000e+00       1.516292711769e-11       2.277767824389e-12      -8.915773050123e-15 
   77       3.055294033012e-10       5.374711091758e-14      -1.179098309106e-12       0.000000000000e+00       1.466001712463e-11       2.223396702785e-12      -8.785854440122e-15 
   78       3.096266338282e-10       5.566798139048e-14      -1.249720253652e-12       0.000000000000e+00       1.417896506479e-11       2.171024369662e-12      -8.655290171775e-15 
   79       3.137564742012e-10       5.761514221984e-14      -1.321847868128e-12       0.000000000000e+00       1.371750344135e-11       2.120507150394e-12      -8.522432190945e-15 
   80       3.179181043155e-10       5.958760072303e-14      -1.395435080606e-12       0.000000000000e+00       1.327342695596e-11       2.071698566173e-12      -8.386006601629e-15 
   81       3.221120347638e-10       6.158418529830e-14      -1.470447454192e-12       0.000000000000e+00       1.284640225706e-11       2.024581908946e-12      -8.247004239965e-15 
   82       3.263389464284e-10       6.360363159853e-14      -1.546852601891e-12       0.000000000000e+00       1.243643782959e-11       1.979157446588e-12      -8.107105774676e-15 
   83       3.305992664964e-10       6.564461281899e-14      -1.624616768698e-12       0.000000000000e+00       1.204333112010e-11       1.935401422753e-12      -7.968120797715e-15 
   84       3.348931541738e-10       6.770573889344e-14      -1.703704844777e-12       0.000000000000e+00       1.166665933529e-11       1.893264998824e-12      -7.831991036224e-15 
   85       3.392204864006e-10       6.978555569033e-14      -1.784080378634e-12       0.000000000000e+00       1.130577024055e-11       1.852673195866e-12      -7.700793564491e-15 
   86       3.435808435656e-10       7.188254420896e-14      -1.865705590292e-12       0.000000000000e+00       1.095977295846e-11       1.813523836579e-12      -7.576744015910e-15 
   87       3.479734952206e-10       7.399511977567e-14      -1.948541384463e-12       0.000000000000e+00       1.062752876728e-11       1.775686487247e-12      -7.462199794936e-15 
   88       3.523973857958e-10       7.612163123997e-14      -2.032547363723e-12       0.000000000000e+00       1.030764189953e-11       1.739001399692e-12      -7.359663289046e-15 
   89       3.568515116357e-10       7.826041416347e-14      -2.117681241326e-12       0.000000000000e+00       9.998785684480e-12       1.703319008233e-12      -7.271162041438e-15 
   90       3.613361510293e-10       8.040996170076e-14      -2.203896945368e-12       0.000000000000e+00       9.700759665327e-12       1.668627827453e-12      -7.196270838161e-15 
   91       3.658518017103e-10       8.256877916786e-14      -2.291146240112e-12       0.000000000000e+00       9.413582127887e-12       1.634944761404e-12      -7.133783825225e-15 
   92       3.703987984063e-10       8.473533244079e-14      -2.379379304002e-12       0.000000000000e+00       9.137165399396e-12       1.602275890444e-12      -7.082303890834e-15 
   93       3.749773044169e-10       8.690804796054e-14      -2.468544733841e-12       0.000000000000e+00       8.871311670912e-12       1.570616020745e-12      -7.040236543418e-15 
   94       3.795873031901e-10       8.908531273821e-14      -2.558589548970e-12       0.000000000000e+00       8.615708819715e-12       1.539948233817e-12      -7.005783789670e-15 
   95       3.842285898999e-10       9.126547435998e-14      -2.649459195447e-12       0.000000000000e+00       8.369926231703e-12       1.510243436026e-12      -6.976938012585e-15 
   96       3.889007630236e-10       9.344684099219e-14      -2.741097550229e-12       0.000000000000e+00       8.133410623788e-12       1.481459908108e-12      -6.951475849494e-15 
   97       3.936032159187e-10       9.562768138639e-14      -2.833446925352e-12       0.000000000000e+00       7.905481866297e-12       1.453542854686e-12      -6.926952070103e-15 
   98       3.983351284004e-10       9.780622488439e-14      -2.926448072109e-12       0.000000000000e+00       7.685328805368e-12       1.426423953792e-12      -6.900693454527e-15 
   99       4.030956947261e-10       9.998068939984e-14      -3.020040836428e-12       0.000000000000e+00       7.472191753282e-12       1.400037914374e-12      -6.870350957511e-15 
  100       4.078848626028e-10       1.021493698744e-13      -3.114166221883e-12       0.000000000000e+00       7.265948483219e-12       1.374375798546e-12      -6.835658673072e-15 
  101       4.127026836938e-10       1.043105624183e-13      -3.208764628015e-12       0.000000000000e+00       7.066603861016e-12       1.349438450250e-12      -6.796913798323e-15 
  102       4.175490810624e-10       1.064625377912e-13      -3.303775237124e-12       0.000000000000e+00       6.874108691271e-12       1.325219919826e-12      -6.754441211084e-15 
  103       4.224238436147e-10       1.086035417469e-13      -3.399136026345e-12       0.000000000000e+00       6.688357802390e-12       1.301707219682e-12      -6.708594115036e-15 
  104       4.273266205421e-10       1.107317953766e-13      -3.494783779716e-12       0.000000000000e+00       6.509188131622e-12       1.278880079974e-12      -6.659754684851e-15 
  105       4.322569157646e-10       1.128454954539e-13      -3.590654100256e-12       0.000000000000e+00       6.336376810098e-12       1.256710704278e-12      -6.608334711344e-15 
