# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   60       2.333015126688e-10       2.386579930744e-14      -2.652213287934e-13       0.000000000000e+00       2.601784344947e-11       3.490415897856e-12      -8.060965741864e-15 
   61       2.367983396054e-10       2.510107761888e-14      -3.063236383124e-13       0.000000000000e+00       2.499317032652e-11       3.384521002312e-12      -8.376126329597e-15 
   62       2.403299949841e-10       2.637131392990e-14      -3.491344135613e-13       0.000000000000e+00       2.402185271870e-11       3.283445073716e-12      -8.693903179042e-15 
   63       2.438945756224e-10       2.767607843389e-14      -3.936271295563e-13       0.000000000000e+00       2.310048983616e-11       3.187109685432e-12      -8.987601194515e-15 
   64       2.474890662458e-10       2.901486193033e-14      -4.397704811454e-13       0.000000000000e+00       2.222412604143e-11       3.095310072742e-12      -9.227170631995e-15 
   65       2.511104438463e-10       3.038709263436e-14      -4.875352381279e-13       0.000000000000e+00       2.138758255549e-11       3.007782362208e-12      -9.386334823252e-15 
   66       2.547594108457e-10       3.179219584417e-14      -5.369167686542e-13       0.000000000000e+00       2.058996079457e-11       2.924437606620e-12      -9.466020899680e-15 
   67       2.584373369041e-10       3.322954288802e-14      -5.879170846107e-13       0.000000000000e+00       1.983095199823e-11       2.845164888200e-12      -9.475672741668e-15 
   68       2.621451256821e-10       3.469843145399e-14      -6.405383601665e-13       0.000000000000e+00       1.910946929689e-11       2.769756565863e-12      -9.426501865483e-15 
   69       2.658831815773e-10       3.619808385277e-14      -6.947830064113e-13       0.000000000000e+00       1.842360688771e-11       2.697903319100e-12      -9.331559988745e-15 
   70       2.696513764594e-10       3.772764528048e-14      -7.506537459936e-13       0.000000000000e+00       1.777059921042e-11       2.629189191851e-12      -9.205811595898e-15 
   71       2.734490164072e-10       3.928618208145e-14      -8.081536877588e-13       0.000000000000e+00       1.714678012320e-11       2.563086636388e-12      -9.066206503682e-15 
   72       2.772753295939e-10       4.087274952576e-14      -8.672809963352e-13       0.000000000000e+00       1.654850556954e-11       2.499089041401e-12      -8.928245119778e-15 
   73       2.811311122847e-10       4.248661406388e-14      -9.280115504932e-13       0.000000000000e+00       1.597521733619e-11       2.437148780573e-12      -8.794749686292e-15 
   74       2.850173401462e-10       4.412707079300e-14      -9.903130754433e-13       0.000000000000e+00       1.542689634585e-11       2.377314682402e-12      -8.665058779072e-15 
   75       2.889346540889e-10       4.579337757481e-14      -1.054150205013e-12       0.000000000000e+00       1.490313276694e-11       2.319600209843e-12      -8.538336257900e-15 
   76       2.928833389015e-10       4.748475488540e-14      -1.119484432883e-12       0.000000000000e+00       1.440310718697e-11       2.263981643095e-12      -8.413563756469e-15 
   77       2.968633018854e-10       4.920038566514e-14      -1.186274063820e-12       0.000000000000e+00       1.392557178587e-11       2.210396262385e-12      -8.289533172351e-15 
   78       3.008740514892e-10       5.093941516856e-14      -1.254474164914e-12       0.000000000000e+00       1.346883150942e-11       2.158740530760e-12      -8.164839156978e-15 
   79       3.049146759426e-10       5.270095081429e-14      -1.324036516812e-12       0.000000000000e+00       1.303072524255e-11       2.108868276870e-12      -8.037871605609e-15 
   80       3.089842414394e-10       5.448403274590e-14      -1.394913104134e-12       0.000000000000e+00       1.260915132637e-11       2.060631851874e-12      -7.907380232181e-15 
   81       3.130831133245e-10       5.628753995704e-14      -1.467067392075e-12       0.000000000000e+00       1.220379063107e-11       2.014017829405e-12      -7.774297730885e-15 
   82       3.172118264226e-10       5.811026751309e-14      -1.540464928316e-12       0.000000000000e+00       1.181464975489e-11       1.969031665062e-12      -7.640221008592e-15 
   83       3.213706724837e-10       5.995095371034e-14      -1.615069994298e-12       0.000000000000e+00       1.144153464754e-11       1.925655809808e-12      -7.506870258652e-15 
   84       3.255596865865e-10       6.180827938349e-14      -1.690845622001e-12       0.000000000000e+00       1.108404186392e-11       1.883848688580e-12      -7.376092045032e-15 
   85       3.297786335424e-10       6.368086721313e-14      -1.767753610716e-12       0.000000000000e+00       1.074154981799e-11       1.843543678887e-12      -7.249862386453e-15 
   86       3.340269942993e-10       6.556728103330e-14      -1.845754543822e-12       0.000000000000e+00       1.041321003654e-11       1.804648089416e-12      -7.130289840528e-15 
   87       3.383039523455e-10       6.746602513894e-14      -1.924807805562e-12       0.000000000000e+00       1.009793841303e-11       1.767042138639e-12      -7.019618587902e-15 
   88       3.426083801132e-10       6.937554359343e-14      -2.004871597819e-12       0.000000000000e+00       9.794406461335e-12       1.730577933410e-12      -6.920231516387e-15 
   89       3.469392005762e-10       7.129427005182e-14      -2.085902349744e-12       0.000000000000e+00       9.501351526801e-12       1.695116399379e-12      -6.834062229426e-15 
   90       3.512965666845e-10       7.322078769702e-14      -2.167852803949e-12       0.000000000000e+00       9.218582252224e-12       1.660646937798e-12      -6.760718642408e-15 
   91       3.556808427551e-10       7.515369323325e-14      -2.250673659616e-12       0.000000000000e+00       8.946115456435e-12       1.627184744463e-12      -6.699069352663e-15 
   92       3.600922378857e-10       7.709154866714e-14      -2.334314160479e-12       0.000000000000e+00       8.683867305528e-12       1.594734082355e-12      -6.647802821761e-15 
   93       3.645307979785e-10       7.903288137201e-14      -2.418722102515e-12       0.000000000000e+00       8.431649345050e-12       1.563287828807e-12      -6.605421604582e-15 
   94       3.689963977653e-10       8.097618415215e-14      -2.503843841614e-12       0.000000000000e+00       8.189164532189e-12       1.532827022673e-12      -6.570236578391e-15 
   95       3.734887328323e-10       8.291991530716e-14      -2.589624301266e-12       0.000000000000e+00       7.956003267964e-12       1.503320411505e-12      -6.540361171907e-15 
   96       3.780073116447e-10       8.486249869618e-14      -2.676006980235e-12       0.000000000000e+00       7.731639429414e-12       1.474723998717e-12      -6.513705594376e-15 
   97       3.825514475712e-10       8.680232380226e-14      -2.762933960242e-12       0.000000000000e+00       7.515426401787e-12       1.446980590755e-12      -6.487971064643e-15 
   98       3.871202509091e-10       8.873774579659e-14      -2.850345913644e-12       0.000000000000e+00       7.306593110730e-12       1.420019344274e-12      -6.460644040221e-15 
   99       3.917128484208e-10       9.066711213620e-14      -2.938182776100e-12       0.000000000000e+00       7.104417426711e-12       1.393772897517e-12      -6.429515952216e-15 
  100       3.963290946650e-10       9.258884651643e-14      -3.026385856679e-12       0.000000000000e+00       6.908782980130e-12       1.368232512040e-12      -6.394338882187e-15 
  101       4.009689470728e-10       9.450137698439e-14      -3.114896042285e-12       0.000000000000e+00       6.719694210179e-12       1.343399936454e-12      -6.355394767982e-15 
  102       4.056322422722e-10       9.640311084742e-14      -3.203653174882e-12       0.000000000000e+00       6.537104233815e-12       1.319270282336e-12      -6.312991410792e-15 
  103       4.103186908703e-10       9.829243505904e-14      -3.292596067229e-12       0.000000000000e+00       6.360913027918e-12       1.295831784538e-12      -6.267463073996e-15 
