# l   Dl_TT   Dl_TE   Dl_EE
5.300000000000000000e+02 3.291912063675508193e+02 -5.622724262527308836e-01 1.007334961970844489e+00
5.310000000000000000e+02 3.289584692240996446e+02 -4.140599071890153637e-01 1.021622732631607189e+00
5.320000000000000000e+02 3.286979423284242898e+02 -2.673014748122510831e-01 1.036561142260721047e+00
5.330000000000000000e+02 3.284098458447786584e+02 -1.221070048217778592e-01 1.052148939210135969e+00
5.340000000000000000e+02 3.280944061267001075e+02 2.141225786984871787e-02 1.068384778035730953e+00
5.350000000000000000e+02 3.277518557497526785e+02 1.631436932383536209e-01 1.085267218946355694e+00
5.360000000000000000e+02 3.273824335442715210e+02 3.029733002492403515e-01 1.102794727252870421e+00
5.370000000000000000e+02 3.269863846281066913e+02 4.407856909592836603e-01 1.120965672817186842e+00
5.380000000000000000e+02 3.265639604393674063e+02 5.764640846180287825e-01 1.139778329501307752e+00
5.390000000000000000e+02 3.261154187691662401e+02 7.098903017692862472e-01 1.159230874616370199e+00
5.400000000000000000e+02 3.256410237943627521e+02 8.409447583526286074e-01 1.179321388371681989e+00
5.410000000000000000e+02 3.251410461103079683e+02 9.695064598048859228e-01 1.200047853323766400e+00
5.420000000000000000e+02 3.246157627635879521e+02 1.095452995161644294e+00 1.221408153825399800e+00
5.430000000000000000e+02 3.240654572847686268e+02 1.218660531158738403e+00 1.243400075474653477e+00
5.440000000000000000e+02 3.234904442621115663e+02 1.339018082880547134e+00 1.266020258425152090e+00
5.450000000000000000e+02 3.228911437190287756e+02 1.456470757400312621e+00 1.289261027649977853e+00
5.460000000000000000e+02 3.222680087915177296e+02 1.570977655663798211e+00 1.313113476771140320e+00
5.470000000000000000e+02 3.216215014098174834e+02 1.682497700508094107e+00 1.337568505552948928e+00
5.480000000000000000e+02 3.209520923410859723e+02 1.790989636541532537e+00 1.362616818927631979e+00
5.490000000000000000e+02 3.202602612320766298e+02 1.896412030023605588e+00 1.388248926020951846e+00
5.500000000000000000e+02 3.195464966518156302e+02 1.998723268744874604e+00 1.414455139177821508e+00
5.510000000000000000e+02 3.188112961342787912e+02 2.097881561906891346e+00 1.441225572987923975e+00
5.520000000000000000e+02 3.180551662210685322e+02 2.193844940002108057e+00 1.468550143311325051e+00
5.530000000000000000e+02 3.172786225040911177e+02 2.286571254693795296e+00 1.496418566304094089e+00
5.540000000000000000e+02 3.164821896682332181e+02 2.376018178695958660e+00 1.524820357443919638e+00
5.550000000000000000e+02 3.156664015340392666e+02 2.462143205653247513e+00 1.553744830555724876e+00
5.560000000000000000e+02 3.148318011003884180e+02 2.544903650020877706e+00 1.583181096837286583e+00
5.570000000000000000e+02 3.139789405871713370e+02 2.624256646944540972e+00 1.613118063884851017e+00
5.580000000000000000e+02 3.131083814779674412e+02 2.700159152140322760e+00 1.643544434718750447e+00
5.590000000000000000e+02 3.122206945627215759e+02 2.772567941774616962e+00 1.674448706809021692e+00
5.600000000000000000e+02 3.113164599804214276e+02 2.841439612344040189e+00 1.705819171101019549e+00
5.610000000000000000e+02 3.103962672617741987e+02 2.906730580555345611e+00 1.737643911041038214e+00
5.620000000000000000e+02 3.094607153718836798e+02 2.968397083205343456e+00 1.769910801601925376e+00
5.630000000000000000e+02 3.085104127529274365e+02 3.026395177060809072e+00 1.802607508308698758e+00
5.640000000000000000e+02 3.075459773668333696e+02 3.080680738738401647e+00 1.835721486264165092e+00
5.650000000000000000e+02 3.065680367379572431e+02 3.131209464584579827e+00 1.869239979174534438e+00
5.660000000000000000e+02 3.055772279957593582e+02 3.177936870555514659e+00 1.903150018375040053e+00
5.670000000000000000e+02 3.045741979174813423e+02 3.220818292097006541e+00 1.937438421855552262e+00
5.680000000000000000e+02 3.035596029708239030e+02 3.259808884024399056e+00 1.972091793286197658e+00
5.690000000000000000e+02 3.025341093566228778e+02 3.294863620402494586e+00 2.007096521042974757e+00
5.700000000000000000e+02 3.014983930515269890e+02 3.325937294425468149e+00 2.042438777233370750e+00
5.710000000000000000e+02 3.004531398506743471e+02 3.352984518296785676e+00 2.078104516721980044e+00
5.720000000000000000e+02 2.993990454103696948e+02 3.375959723109115185e+00 2.114079476156118353e+00
5.730000000000000000e+02 2.983368152907614785e+02 3.394817158724244166e+00 2.150349172991443236e+00
5.740000000000000000e+02 2.972671649985184104e+02 3.409510893652993424e+00 2.186898904517566411e+00
5.750000000000000000e+02 2.961908200295071083e+02 3.419994814935133576e+00 2.223713746883675402e+00
5.760000000000000000e+02 2.951085159114684302e+02 3.426222628019299776e+00 2.260778554124147188e+00
5.770000000000000000e+02 2.940209982466950578e+02 3.428147856642904667e+00 2.298077957184166298e+00
5.780000000000000000e+02 2.929290227547079439e+02 3.425723842712055323e+00 2.335596362945341564e+00
5.790000000000000000e+02 2.918333553149337831e+02 3.418903746181468417e+00 2.373317953251322443e+00
5.800000000000000000e+02 2.907347720093819134e+02 3.407640544934388060e+00 2.411226683933417547e+00
5.810000000000000000e+02 2.896340591653208776e+02 3.391887034662489864e+00 2.449306283836208298e+00
5.820000000000000000e+02 2.885320133979558364e+02 3.371595828745812096e+00 2.487540253843170124e+00
5.830000000000000000e+02 2.874293822106977245e+02 3.346731598462484136e+00 2.525912540868613387e+00
5.840000000000000000e+02 2.863266840792633730e+02 3.317308129784848791e+00 2.564409580306227454e+00
5.850000000000000000e+02 2.852243839572821571e+02 3.283352192083006216e+00 2.603018302679679152e+00
5.860000000000000000e+02 2.841229523336391480e+02 3.244891385755008795e+00 2.641725462558885074e+00
5.870000000000000000e+02 2.830228652542021450e+02 3.201954146420902259e+00 2.680517637823524257e+00
5.880000000000000000e+02 2.819246043435478555e+02 3.154569749116765909e+00 2.719381228926546878e+00
5.890000000000000000e+02 2.808286568266883023e+02 3.102768312488758173e+00 2.758302458157685599e+00
5.900000000000000000e+02 2.797355155507970608e+02 3.046580802987155945e+00 2.797267368906963814e+00
5.910000000000000000e+02 2.786456790069360636e+02 2.986039039060399247e+00 2.836261824928206110e+00
5.920000000000000000e+02 2.775596513517816106e+02 2.921175695349133683e+00 2.875271509602550957e+00
5.930000000000000000e+02 2.764779424293508896e+02 2.852024306880250215e+00 2.914281925201954948e+00
5.940000000000000000e+02 2.754010677927283837e+02 2.778619273260930722e+00 2.953278392152709042e+00
5.950000000000000000e+02 2.743295487257927903e+02 2.700995862872690889e+00 2.992246048298947692e+00
5.960000000000000000e+02 2.732639122649421779e+02 2.619190217065416881e+00 3.031169848166151759e+00
5.970000000000000000e+02 2.722046912208218146e+02 2.533239354351417116e+00 3.070034562224670083e+00
5.980000000000000000e+02 2.711524242000497225e+02 2.443181174599455829e+00 3.108824776153219727e+00
5.990000000000000000e+02 2.701076556269431421e+02 2.349054463228799072e+00 3.147524890102399997e+00
6.000000000000000000e+02 2.690709357652453377e+02 2.250898895403260269e+00 3.186119117958203795e+00
6.010000000000000000e+02 2.680428207398514928e+02 2.148755040225237334e+00 3.224591486605525414e+00
6.020000000000000000e+02 2.670238725585357429e+02 2.042664364929758225e+00 3.262925835191671897e+00
6.030000000000000000e+02 2.660146591336767870e+02 1.932669239078522283e+00 3.301105814389870385e+00
6.040000000000000000e+02 2.650157543039850907e+02 1.818812938753943342e+00 3.339114885662783028e+00
6.050000000000000000e+02 2.640277378562286685e+02 1.701139650753191956e+00 3.376936320526012114e+00
6.060000000000000000e+02 2.630511955469599457e+02 1.579694476782237178e+00 3.414553199811612760e+00
6.070000000000000000e+02 2.620867191242418244e+02 1.454523437649889894e+00 3.451948412931604260e+00
6.080000000000000000e+02 2.611349063493744325e+02 1.325673477461846383e+00 3.489104657141476107e+00
6.090000000000000000e+02 2.601963610186209621e+02 1.193192467814726099e+00 3.526004436803701125e+00
6.100000000000000000e+02 2.592716929849348730e+02 1.057129211990120110e+00 3.562630062651244156e+00
6.110000000000000000e+02 2.583615181796856177e+02 9.175334491486294430e-01 3.598963651051073853e+00
6.120000000000000000e+02 2.574664586343853330e+02 7.744558585239093018e-01 3.634987123267670928e+00
6.130000000000000000e+02 2.565871425024153609e+02 6.279480636167120711e-01 3.670682204726537723e+00
6.140000000000000000e+02 2.557242040807522869e+02 4.780626363889256547e-01 3.706030424277710456e+00
6.150000000000000000e+02 2.548782838316947732e+02 3.248531014576223619e-01 3.741013113459267014e+00
6.160000000000000000e+02 2.540500284045895683e+02 1.683739402890963577e-01 3.775611405760839645e+00
6.170000000000000000e+02 2.532400906575583406e+02 8.680595392908035252e-03 3.809806235887122750e+00
6.180000000000000000e+02 2.524491296792236312e+02 -1.541705254840739781e-01 3.843578339021382906e+00
6.190000000000000000e+02 2.516778108104356875e+02 -3.201220451636291875e-01 3.876908250088969776e+00
6.200000000000000000e+02 2.509268056659984438e+02 -4.891156128421459970e-01 3.909776303020826127e+00
6.210000000000000000e+02 2.501967921563963557e+02 -6.610918998965755744e-01 3.942162630017000069e+00
6.220000000000000000e+02 2.494883627332717424e+02 -8.359882106279182823e-01 3.974049242538399973e+00
6.230000000000000000e+02 2.488017467216010630e+02 -1.013731261527675453e+00 4.005426329304343724e+00
6.240000000000000000e+02 2.481370815259720359e+02 -1.194244224572702739e+00 4.036286104372647010e+00
6.250000000000000000e+02 2.474945038113577311e+02 -1.377449092053957491e+00 4.066620738674624036e+00
6.260000000000000000e+02 2.468741494964228309e+02 -1.563266671643869010e+00 4.096422359923251655e+00
6.270000000000000000e+02 2.462761537468292659e+02 -1.751616581463708133e+00 4.125683052521334382e+00
6.280000000000000000e+02 2.457006509685419360e+02 -1.942417245150953597e+00 4.154394857469664970e+00
6.290000000000000000e+02 2.451477748011347444e+02 -2.135585886926663957e+00 4.182549772275199196e+00
6.300000000000000000e+02 2.446176581110962616e+02 -2.331038526662845278e+00 4.210139750859203112e+00
6.310000000000000000e+02 2.441104329851356738e+02 -2.528689974949818176e+00 4.237156703465433161e+00
6.320000000000000000e+02 2.436262307234882485e+02 -2.728453828163593275e+00 4.263592496568294088e+00
6.330000000000000000e+02 2.431651818332215953e+02 -2.930242463533230257e+00 4.289438952781002179e+00
6.340000000000000000e+02 2.427274160215413588e+02 -3.133967034208216429e+00 4.314687850763752053e+00
6.350000000000000000e+02 2.423130621890967689e+02 -3.339537464325831984e+00 4.339330925131875460e+00
6.360000000000000000e+02 2.419222484232868453e+02 -3.546862444078515253e+00 4.363359866364017847e+00
6.370000000000000000e+02 2.415551019915657776e+02 -3.755849424781236845e+00 4.386766320710286493e+00
6.380000000000000000e+02 2.412117493347491290e+02 -3.966404613938868007e+00 4.409541890100426187e+00
6.390000000000000000e+02 2.408923160603196436e+02 -4.178432970313548545e+00 4.431678132051984242e+00
6.400000000000000000e+02 2.405969269357327107e+02 -4.391838198992053854e+00 4.453166559578465744e+00
6.410000000000000000e+02 2.403257058817223140e+02 -4.606522746453166839e+00 4.473998641097503892e+00
6.420000000000000000e+02 2.400787759656072069e+02 -4.822387795635049379e+00 4.494165800339025019e+00
6.430000000000000000e+02 2.398562593945962362e+02 -5.039333261002601816e+00 4.513659416253410939e+00
6.440000000000000000e+02 2.396582775090943755e+02 -5.257257783614841529e+00 4.532470822919660414e+00
6.450000000000000000e+02 2.394849507760085032e+02 -5.476058726192268189e+00 4.550591309453562161e+00
6.460000000000000000e+02 2.393363987820534646e+02 -5.695632168184235233e+00 4.568012119915849212e+00
6.470000000000000000e+02 2.392127402270573953e+02 -5.915872900836312454e+00 4.584724453220370144e+00
6.480000000000000000e+02 2.391140929172678966e+02 -6.136674422257661909e+00 4.600719463042248769e+00
6.490000000000000000e+02 2.390405737586577857e+02 -6.357928932488404961e+00 4.615988257726050037e+00
6.500000000000000000e+02 2.389922987502308445e+02 -6.579527328566986633e+00 4.630521900193950380e+00
6.510000000000000000e+02 2.389693829773277116e+02 -6.801359199597554195e+00 4.644311407853889406e+00
6.520000000000000000e+02 2.389719406049316035e+02 -7.023312821817315310e+00 4.657347752507743799e+00
6.530000000000000000e+02 2.390000848709742058e+02 -7.245275153663915724e+00 4.669621860259491442e+00
6.540000000000000000e+02 2.390539280796414516e+02 -7.467131830842805407e+00 4.681124611423367554e+00
6.550000000000000000e+02 2.391335815946794128e+02 -7.688767161394602034e+00 4.691846840432040366e+00
6.560000000000000000e+02 2.392391558327001064e+02 -7.910064120762469564e+00 4.701779335744769917e+00
6.570000000000000000e+02 2.393707602564869035e+02 -8.130904346859484377e+00 4.710912839755565962e+00
6.580000000000000000e+02 2.395285033683011306e+02 -8.351168135135988990e+00 4.719238048701364541e+00
6.590000000000000000e+02 2.397124927031872517e+02 -8.570734433647000827e+00 4.726745612570184996e+00
6.600000000000000000e+02 2.399228348222787872e+02 -8.789480838119525075e+00 4.733426135009293212e+00
6.610000000000000000e+02 2.401595738176575878e+02 -9.007292334176748128e+00 4.739272326160655524e+00
6.620000000000000000e+02 2.404225053519452331e+02 -9.224087745607166156e+00 4.744285513464168602e+00
6.630000000000000000e+02 2.407113585047066522e+02 -9.439793859571199874e+00 4.748469274247787197e+00
6.640000000000000000e+02 2.410258568660905780e+02 -9.654336729723480559e+00 4.751827296297594039e+00
6.650000000000000000e+02 2.413657185132726966e+02 -9.867641673678988923e+00 4.754363378356365466e+00
6.660000000000000000e+02 2.417306559868995350e+02 -1.007963327047919755e+01 4.756081430622151274e+00
6.670000000000000000e+02 2.421203762675318103e+02 -1.029023535805821155e+01 4.756985475246833239e+00
6.680000000000000000e+02 2.425345807520882033e+02 -1.049937103070891098e+01 4.757079646834713849e+00
6.690000000000000000e+02 2.429729652302886507e+02 -1.070696263654907554e+01 4.756368192941065054e+00
6.700000000000000000e+02 2.434352198610983464e+02 -1.091293177498755185e+01 4.754855474570719664e+00
6.710000000000000000e+02 2.439210291491708062e+02 -1.111719929419035857e+01 4.752545966676626321e+00
6.720000000000000000e+02 2.444300719212918125e+02 -1.131968528854685552e+01 4.749444258658431117e+00
6.730000000000000000e+02 2.449620213028229614e+02 -1.152030909613586473e+01 4.745555054861044120e+00
6.740000000000000000e+02 2.455165446941448124e+02 -1.171898929619181473e+01 4.740883175073207667e+00
6.750000000000000000e+02 2.460933037471012312e+02 -1.191564370657089178e+01 4.735433555026074437e+00
6.760000000000000000e+02 2.466919543414421980e+02 -1.211018938121716104e+01 4.729211246891768639e+00
6.770000000000000000e+02 2.473121465612678662e+02 -1.230254260762871965e+01 4.722221419781967633e+00
6.780000000000000000e+02 2.479535246714718824e+02 -1.249261890432382138e+01 4.714469360246461349e+00
6.790000000000000000e+02 2.486157270941851323e+02 -1.268033301830704396e+01 4.705960472771734793e+00
6.800000000000000000e+02 2.492983863852191462e+02 -1.286559892253539061e+01 4.696700280279528350e+00
6.810000000000000000e+02 2.500011292105097880e+02 -1.304832981338446274e+01 4.686694424625416744e+00
6.820000000000000000e+02 2.507235763225608025e+02 -1.322843810811458098e+01 4.675948667097372002e+00
6.830000000000000000e+02 2.514653425368873911e+02 -1.340583544233692592e+01 4.664468888914343303e+00
6.840000000000000000e+02 2.522260367084597021e+02 -1.358043266747969646e+01 4.652261091724823494e+00
6.850000000000000000e+02 2.530052617081466622e+02 -1.375213984825422564e+01 4.639331398105416504e+00
6.860000000000000000e+02 2.538026143991591823e+02 -1.392086626012111950e+01 4.625686052059411857e+00
6.870000000000000000e+02 2.546176856134939044e+02 -1.408652038675642437e+01 4.611331419515354746e+00
6.880000000000000000e+02 2.554500601283770038e+02 -1.424900991751774271e+01 4.596273988825622325e+00
6.890000000000000000e+02 2.562993166427071969e+02 -1.440824174491036480e+01 4.580520371264982238e+00
6.900000000000000000e+02 2.571650277534999418e+02 -1.456412196205344145e+01 4.564077301529171571e+00
6.910000000000000000e+02 2.580467599323306445e+02 -1.471655586014609796e+01 4.546951638233474924e+00
6.920000000000000000e+02 2.589440735017782345e+02 -1.486544792593356945e+01 4.529150364411275831e+00
6.930000000000000000e+02 2.598565226118689679e+02 -1.501070183917336998e+01 4.510680588012645487e+00
6.940000000000000000e+02 2.607836552165194917e+02 -1.515222047010138340e+01 4.491549542402903050e+00
6.950000000000000000e+02 2.617250130499813849e+02 -1.528990587689806802e+01 4.471764586861195490e+00
6.960000000000000000e+02 2.626801316032835985e+02 -1.542365930315453504e+01 4.451333207079058774e+00
6.970000000000000000e+02 2.636485401006766551e+02 -1.555338117533871767e+01 4.430263015658994163e+00
6.980000000000000000e+02 2.646297614760762826e+02 -1.567897110026151530e+01 4.408561752613039175e+00
6.990000000000000000e+02 2.656233123495067048e+02 -1.580032786254292176e+01 4.386237285861334989e+00
7.000000000000000000e+02 2.666287075690229926e+02 -1.591736334286791354e+01 4.363298389936271171e+00
7.010000000000000000e+02 2.676454739879452518e+02 -1.603004459601138976e+01 4.339757098885312026e+00
7.020000000000000000e+02 2.686731369279869455e+02 -1.613835264429851790e+01 4.315626403366734642e+00
7.030000000000000000e+02 2.697112156173689073e+02 -1.624226863706260104e+01 4.290919477570296792e+00
7.040000000000000000e+02 2.707592231683793216e+02 -1.634177385151552286e+01 4.265649679906127645e+00
7.050000000000000000e+02 2.718166665549339314e+02 -1.643684969361818560e+01 4.239830553693609616e+00
7.060000000000000000e+02 2.728830465901360753e+02 -1.652747769895098173e+01 4.213475827850251321e+00
7.070000000000000000e+02 2.739578579038366684e+02 -1.661363953358421952e+01 4.186599417580572968e+00
7.080000000000000000e+02 2.750405889201941250e+02 -1.669531699494859112e+01 4.159215425064981098e+00
7.090000000000000000e+02 2.761307218352347945e+02 -1.677249201270561230e+01 4.131338140148654858e+00
7.100000000000000000e+02 2.772277325944126574e+02 -1.684514664961806218e+01 4.102982041030418081e+00
7.110000000000000000e+02 2.783310908701695325e+02 -1.691326310242045849e+01 4.074161794951627336e+00
7.120000000000000000e+02 2.794402600394950582e+02 -1.697682370268947949e+01 4.044892258885046665e+00
7.130000000000000000e+02 2.805546971614867857e+02 -1.703581091771443567e+01 4.015188480223727652e+00
7.140000000000000000e+02 2.816738529549104442e+02 -1.709020735136770242e+01 3.985065697469894808e+00
7.150000000000000000e+02 2.827971717757594661e+02 -1.713999574497517386e+01 3.954539340923814983e+00
7.160000000000000000e+02 2.839240915948155930e+02 -1.718515897818672045e+01 3.923625033372689419e+00
7.170000000000000000e+02 2.850540439752086286e+02 -1.722568006984662148e+01 3.892338590779524488e+00
7.180000000000000000e+02 2.861864540499765326e+02 -1.726154217886403330e+01 3.860696022972015307e+00
7.190000000000000000e+02 2.873207404996257992e+02 -1.729272860508343612e+01 3.828713534331428470e+00
7.200000000000000000e+02 2.884563155296905848e+02 -1.731922279015505239e+01 3.796407524481472784e+00
7.210000000000000000e+02 2.895925848482940523e+02 -1.734100831840534340e+01 3.763794588977191324e+00
7.220000000000000000e+02 2.907289476437074995e+02 -1.735806891770743121e+01 3.730891519993831729e+00
7.230000000000000000e+02 2.918647965619106799e+02 -1.737038846035154549e+01 3.697715307015732034e+00
7.240000000000000000e+02 2.929995176841517264e+02 -1.737795096391547389e+01 3.664283137525193634e+00
7.250000000000000000e+02 2.941324905045077571e+02 -1.738074059213504796e+01 3.630612397691373339e+00
7.260000000000000000e+02 2.952630879074440600e+02 -1.737874165577451890e+01 3.596720673059147000e+00
7.270000000000000000e+02 2.963906761453749255e+02 -1.737193861349707902e+01 3.562625749238004680e+00
7.280000000000000000e+02 2.975146148162231157e+02 -1.736031607273527300e+01 3.528345612590922720e+00
7.290000000000000000e+02 2.986342568409803562e+02 -1.734385879056145185e+01 3.493898450923242471e+00
7.300000000000000000e+02 2.997489484412672596e+02 -1.732255167455822686e+01 3.459302654171555247e+00
7.310000000000000000e+02 3.008580291168930785e+02 -1.729637978368892703e+01 3.424576815092579274e+00
7.320000000000000000e+02 3.019608316234163112e+02 -1.726532832916802107e+01 3.389739729952038427e+00
7.330000000000000000e+02 3.030566819497042843e+02 -1.722938267533160328e+01 3.354810399213547178e+00
7.340000000000000000e+02 3.041448992954933601e+02 -1.718852834050781198e+01 3.319808028227484442e+00
7.350000000000000000e+02 3.052247960489492016e+02 -1.714275099788729406e+01 3.284752027919875861e+00
7.360000000000000000e+02 3.062956777642264115e+02 -1.709203647639365542e+01 3.249662015481277866e+00
7.370000000000000000e+02 3.073568431390290243e+02 -1.703637076155390417e+01 3.214557815055647527e+00
7.380000000000000000e+02 3.084075839921700322e+02 -1.697573999636889042e+01 3.179459458429234608e+00
7.390000000000000000e+02 3.094472470031959688e+02 -1.691014054871926930e+01 3.144386027143340367e+00
7.400000000000000000e+02 3.104754203133410897e+02 -1.683960942979176423e+01 3.109352152370671973e+00
7.410000000000000000e+02 3.114917505631001973e+02 -1.676419447774851079e+01 3.074371447320822792e+00
7.420000000000000000e+02 3.124958814548998589e+02 -1.668394434864786291e+01 3.039457659992687244e+00
7.430000000000000000e+02 3.134874537442124165e+02 -1.659890851952379620e+01 3.004624673609118446e+00
7.440000000000000000e+02 3.144661052306676083e+02 -1.650913729146528297e+01 2.969886507051570312e+00
7.450000000000000000e+02 3.154314707491663512e+02 -1.641468179269570626e+01 2.935257315294749869e+00
7.460000000000000000e+02 3.163831821609927033e+02 -1.631559398165224550e+01 2.900751389841263794e+00
7.470000000000000000e+02 3.173208683449270211e+02 -1.621192665006527633e+01 2.866383159156263627e+00
7.480000000000000000e+02 3.182441551883588886e+02 -1.610373342603776692e+01 2.832167189102101190e+00
7.490000000000000000e+02 3.191526655783996489e+02 -1.599106877712465824e+01 2.798118183372968915e+00
7.500000000000000000e+02 3.200460193929952766e+02 -1.587398801341228172e+01 2.764250983929553485e+00
7.510000000000000000e+02 3.209238334920392504e+02 -1.575254729059774306e+01 2.730580571433682824e+00
7.520000000000000000e+02 3.217857217084849708e+02 -1.562680361306831145e+01 2.697122065682971748e+00
7.530000000000000000e+02 3.226312948394591444e+02 -1.549681483698083362e+01 2.663890726045474722e+00
7.540000000000000000e+02 3.234601606373743152e+02 -1.536263967334111058e+01 2.630901951894331514e+00
7.550000000000000000e+02 3.242719238010412823e+02 -1.522433769108329571e+01 2.598171283042412405e+00
7.560000000000000000e+02 3.250661859667824842e+02 -1.508196932014931413e+01 2.565714400176974053e+00
7.570000000000000000e+02 3.258425456995443028e+02 -1.493559585456821104e+01 2.533547125294302038e+00
7.580000000000000000e+02 3.266005984840102201e+02 -1.478527945553559952e+01 2.501685422134358738e+00
7.590000000000000000e+02 3.273399367157133497e+02 -1.463108315449300711e+01 2.470145396615433864e+00
7.600000000000000000e+02 3.280601496921493094e+02 -1.447307085620732003e+01 2.438943297268793664e+00
7.610000000000000000e+02 3.287608236038890368e+02 -1.431130734185012976e+01 2.408095515673326137e+00
7.620000000000000000e+02 3.294415415256916617e+02 -1.414585827207717017e+01 2.377618586890191565e+00
7.630000000000000000e+02 3.301018834076169810e+02 -1.397679019010768364e+01 2.347529189897469948e+00
7.640000000000000000e+02 3.307414260661385583e+02 -1.380417052480383333e+01 2.317844148024807982e+00
7.650000000000000000e+02 3.313597431752564830e+02 -1.362806759375008880e+01 2.288580429388071380e+00
7.660000000000000000e+02 3.319564052576098447e+02 -1.344855060633262767e+01 2.259755147323986080e+00
7.670000000000000000e+02 3.325309796755900038e+02 -1.326568966681872830e+01 2.231385560824794556e+00
7.680000000000000000e+02 3.330830306224529522e+02 -1.307955577743616438e+01 2.203489074972898809e+00
7.690000000000000000e+02 3.336121191134325272e+02 -1.289022084145260294e+01 2.176083241375510458e+00
7.700000000000000000e+02 3.341178029768526017e+02 -1.269775766625499358e+01 2.149185758599298612e+00
7.710000000000000000e+02 3.345996368452403544e+02 -1.250223996642896829e+01 2.122814472605035085e+00
7.720000000000000000e+02 3.350571721464391430e+02 -1.230374236683825018e+01 2.096987377182251144e+00
7.730000000000000000e+02 3.354899570947206939e+02 -1.210234040570401604e+01 2.071722614383876948e+00
7.740000000000000000e+02 3.358975366818986004e+02 -1.189811053768431925e+01 2.047038474960892529e+00
7.750000000000000000e+02 3.362794526684405696e+02 -1.169113013695348613e+01 2.022953398796978774e+00
7.760000000000000000e+02 3.366352435745813523e+02 -1.148147750028147662e+01 1.999485975343160860e+00
7.770000000000000000e+02 3.369644446714359560e+02 -1.126923185011333572e+01 1.976654944052461893e+00
7.780000000000000000e+02 3.372666638522738367e+02 -1.105447339713569477e+01 1.954476834726175394e+00
7.790000000000000000e+02 3.375418108246361726e+02 -1.083728352304104625e+01 1.932958839146879049e+00
7.800000000000000000e+02 3.377898721986287001e+02 -1.061774460729189862e+01 1.912105806629002203e+00
7.810000000000000000e+02 3.380108360022741181e+02 -1.039593997103003353e+01 1.891922591963779876e+00
7.820000000000000000e+02 3.382046916876498699e+02 -1.017195388016769542e+01 1.872414055386607989e+00
7.830000000000000000e+02 3.383714301370247881e+02 -9.945871548478763202e+00 1.853585062544394146e+00
7.840000000000000000e+02 3.385110436689961375e+02 -9.717779140689918549e+00 1.835440484462908195e+00
7.850000000000000000e+02 3.386235260446267716e+02 -9.487763775571824709e+00 1.817985197514137452e+00
7.860000000000000000e+02 3.387088724735819483e+02 -9.255913529030294740e+00 1.801224083383633268e+00
7.870000000000000000e+02 3.387670796202664860e+02 -9.022317437197472145e+00 1.785162029037867137e+00
7.880000000000000000e+02 3.387981456099618640e+02 -8.787065499522995538e+00 1.769803926691582152e+00
7.890000000000000000e+02 3.388020700349630943e+02 -8.550248681865182832e+00 1.755154673775142227e+00
7.900000000000000000e+02 3.387788539607157645e+02 -8.311958919582203009e+00 1.741219172901886214e+00
7.910000000000000000e+02 3.387284999319532517e+02 -8.072289120623235448e+00 1.728002331835478467e+00
7.920000000000000000e+02 3.386510119788333668e+02 -7.831333168619668328e+00 1.715509063457262950e+00
7.930000000000000000e+02 3.385463956230759095e+02 -7.589185925976250857e+00 1.703744285733611585e+00
7.940000000000000000e+02 3.384146578840993129e+02 -7.345943236962280132e+00 1.692712921683278582e+00
7.950000000000000000e+02 3.382558072851574025e+02 -7.101701930802764018e+00 1.682419899344750780e+00
7.960000000000000000e+02 3.380698538594772913e+02 -6.856559824769610678e+00 1.672870151743602207e+00
7.970000000000000000e+02 3.378568091563956841e+02 -6.610615727272784348e+00 1.664068616859841754e+00
7.980000000000000000e+02 3.376166862474960340e+02 -6.363969440951492196e+00 1.656020237595268174e+00
7.990000000000000000e+02 3.373494997327456417e+02 -6.116721765765349872e+00 1.648729961740820649e+00
8.000000000000000000e+02 3.370552657466327560e+02 -5.868974502085561262e+00 1.642202741943930677e+00
8.010000000000000000e+02 3.367340019643035021e+02 -5.620830453786093805e+00 1.636443535675874861e+00
8.020000000000000000e+02 3.363857276076989820e+02 -5.372393431334840486e+00 1.631457305199125907e+00
8.030000000000000000e+02 3.360104634516921465e+02 -5.123768254884806694e+00 1.627249017534702746e+00
8.040000000000000000e+02 3.356082318302247813e+02 -4.875060757365274888e+00 1.623823644429525981e+00
8.050000000000000000e+02 3.351790566424450617e+02 -4.626377787572987010e+00 1.621186162323767554e+00
8.060000000000000000e+02 3.347229633588438560e+02 -4.377827213263311812e+00 1.619341552318202648e+00
8.070000000000000000e+02 3.342399790273921099e+02 -4.129517924241417504e+00 1.618294800141561129e+00
8.080000000000000000e+02 3.337301322796780028e+02 -3.881559835453450180e+00 1.618050896117880555e+00
8.090000000000000000e+02 3.331934533370437066e+02 -3.634063890077707359e+00 1.618614835133856955e+00
8.100000000000000000e+02 3.326299740167223717e+02 -3.387142062615807525e+00 1.619991616606198281e+00
8.110000000000000000e+02 3.320397277379756815e+02 -3.140907361983869439e+00 1.622186244448974302e+00
8.120000000000000000e+02 3.314227495282300424e+02 -2.895473834603679464e+00 1.625203727040967827e+00
8.130000000000000000e+02 3.307790760292142522e+02 -2.650956567493870875e+00 1.629049077193030159e+00
8.140000000000000000e+02 3.301087455030963724e+02 -2.407471691361096955e+00 1.633727312115429209e+00
8.150000000000000000e+02 3.294117978386207142e+02 -2.165136383691199207e+00 1.639243453385203608e+00
