# l   Dl_TT   Dl_TE   Dl_EE
2.640000000000000000e+02 5.551626094111938983e+02 1.321736485060094957e+01 7.978831677219156981e-01
2.650000000000000000e+02 5.509570633335290495e+02 1.332691128829494076e+01 8.183840895545858585e-01
2.660000000000000000e+02 5.467199140727432223e+02 1.343181696573721418e+01 8.391216384904621739e-01
2.670000000000000000e+02 5.424528695037487296e+02 1.353201557627351548e+01 8.600893736774394283e-01
2.680000000000000000e+02 5.381576698337270273e+02 1.362744141841786849e+01 8.812806266361736807e-01
2.690000000000000000e+02 5.338360877784479044e+02 1.371802940963179829e+01 9.026884991436167072e-01
2.700000000000000000e+02 5.294899287385925390e+02 1.380371510010357206e+01 9.243058611165486660e-01
2.710000000000000000e+02 5.251210309760723476e+02 1.388443468652743285e+01 9.461253484951115400e-01
2.720000000000000000e+02 5.207312657903514719e+02 1.396012502588280846e+01 9.681393611263434673e-01
2.730000000000000000e+02 5.163225376947674476e+02 1.403072364921357007e+01 9.903400606477114065e-01
2.740000000000000000e+02 5.118967845928521001e+02 1.409616877540725000e+01 1.012719368370645023e+00
2.750000000000000000e+02 5.074559779546524965e+02 1.415639932497427012e+01 1.035268963164069911e+00
2.760000000000000000e+02 5.030021229930522395e+02 1.421135493382718096e+01 1.057980279337941143e+00
2.770000000000000000e+02 4.985372588400919085e+02 1.426097596705988302e+01 1.080844504526776939e+00
2.780000000000000000e+02 4.940634587232910917e+02 1.430520353272687295e+01 1.103852577573191329e+00
2.790000000000000000e+02 4.895826960813512301e+02 1.434398648135321253e+01 1.126995529307273980e+00
2.800000000000000000e+02 4.850964348705603015e+02 1.437730277752138441e+01 1.150265528781933000e+00
2.810000000000000000e+02 4.806060183761852613e+02 1.440513926236406128e+01 1.173654887118406043e+00
2.820000000000000000e+02 4.761128013317617160e+02 1.442748479196065503e+01 1.197155717910406425e+00
2.830000000000000000e+02 4.716181498894829360e+02 1.444433026184730195e+01 1.220759935634375903e+00
