# l   Dl_TT   Dl_TE   Dl_EE
5.660000000000000000e+02 2.673936784273370222e+02 2.268872517657157140e+00 3.130338414918251821e+00
5.670000000000000000e+02 2.663089413675795640e+02 2.164327713385365115e+00 3.171049990700276489e+00
5.680000000000000000e+02 2.652340552070118065e+02 2.055392479968276120e+00 3.211615205693169273e+00
5.690000000000000000e+02 2.641697810225363128e+02 1.942107046534764514e+00 3.252013228896541541e+00
5.700000000000000000e+02 2.631168886166965990e+02 1.824512639477004594e+00 3.292222970440303875e+00
5.710000000000000000e+02 2.620761565522827823e+02 1.702651487412397247e+00 3.332223080510348989e+00
5.720000000000000000e+02 2.610483721869377405e+02 1.576566826145496147e+00 3.371991948274230211e+00
5.730000000000000000e+02 2.600343317077625329e+02 1.446302903629931080e+00 3.411507700806845289e+00
5.740000000000000000e+02 2.590348401659226738e+02 1.311904984930337026e+00 3.450748202016120647e+00
5.750000000000000000e+02 2.580507115112535530e+02 1.173419357184276812e+00 3.489691051568689417e+00
5.760000000000000000e+02 2.570827686268664820e+02 1.030893334564170649e+00 3.528313583815574805e+00
5.770000000000000000e+02 2.561318433637545127e+02 8.843752632392187785e-01 3.566592866717872123e+00
5.780000000000000000e+02 2.551987765753980852e+02 7.339145263373304529e-01 3.604505700772433929e+00
5.790000000000000000e+02 2.542844181523710176e+02 5.795615489070468085e-01 3.642028617937544954e+00
5.800000000000000000e+02 2.533896270569465798e+02 4.213678028794700103e-01 3.679137880558611240e+00
5.810000000000000000e+02 2.525152713577024315e+02 2.593858120301847370e-01 3.715809480293836398e+00
5.820000000000000000e+02 2.516622282641276342e+02 9.366915694118931046e-02 3.752019137039909413e+00
5.830000000000000000e+02 2.508312698757988812e+02 -7.572266362869081724e-02 3.787744751605483184e+00
5.840000000000000000e+02 2.500227172242223048e+02 -2.487095252758976527e-01 3.822973833221549711e+00
5.850000000000000000e+02 2.492367776567623139e+02 -4.252050082045556456e-01 3.857696255460118184e+00
5.860000000000000000e+02 2.484736583342899507e+02 -6.051212137268402458e-01 3.891901819068996460e+00
5.870000000000000000e+02 2.477335662255094064e+02 -7.883687575894042787e-01 3.925580251762307959e+00
5.880000000000000000e+02 2.470167081012830010e+02 -9.748567632997995336e-01 3.958721208010997472e+00
5.890000000000000000e+02 2.463232905289573296e+02 -1.164492855452901043e+00 3.991314268833342283e+00
5.900000000000000000e+02 2.456535198666886686e+02 -1.357183153057331060e+00 4.023348941585459748e+00
5.910000000000000000e+02 2.450076022577690367e+02 -1.552832262861882917e+00 4.054814659751823314e+00
5.920000000000000000e+02 2.443857436249515445e+02 -1.751343272681943786e+00 4.085700782735764314e+00
5.930000000000000000e+02 2.437881496647762560e+02 -1.952617744725919646e+00 4.115996595649987100e+00
5.940000000000000000e+02 2.432150258418960505e+02 -2.156555708921657821e+00 4.145691309107080613e+00
5.950000000000000000e+02 2.426665773834019717e+02 -2.363055656242872171e+00 4.174774059010026406e+00
5.960000000000000000e+02 2.421430092731492607e+02 -2.572014532035565182e+00 4.203233906342703108e+00
5.970000000000000000e+02 2.416445262460830747e+02 -2.783327729344452273e+00 4.231059836960406884e+00
5.980000000000000000e+02 2.411713327825638373e+02 -2.996889082239385882e+00 4.258240761380354122e+00
5.990000000000000000e+02 2.407236331026933556e+02 -3.212590859141779109e+00 4.284765514572192124e+00
6.000000000000000000e+02 2.403016311606402837e+02 -3.430323756151030246e+00 4.310622855748513338e+00
6.010000000000000000e+02 2.399055306389659279e+02 -3.649976890370942861e+00 4.335801468155359828e+00
6.020000000000000000e+02 2.395355349429499938e+02 -3.871437793236153446e+00 4.360289958862737514e+00
6.030000000000000000e+02 2.391918471949160221e+02 -4.094592403838555938e+00 4.384076858555125078e+00
6.040000000000000000e+02 2.388746702285575623e+02 -4.319325062253721370e+00 4.407150621321981987e+00
6.050000000000000000e+02 2.385842065832634376e+02 -4.545518502867320620e+00 4.429499624448260064e+00
6.060000000000000000e+02 2.383206584984438621e+02 -4.773053847701557828e+00 4.451112168204913289e+00
6.070000000000000000e+02 2.380842279078556771e+02 -5.001810599741580710e+00 4.471976475639410253e+00
6.080000000000000000e+02 2.378751164339284969e+02 -5.231666636261915748e+00 4.492080692366241301e+00
6.090000000000000000e+02 2.376935253820902574e+02 -5.462498202152884730e+00 4.511412886357425656e+00
6.100000000000000000e+02 2.375396557350926514e+02 -5.694179903247031937e+00 4.529961047733029211e+00
6.110000000000000000e+02 2.374137081473373883e+02 -5.926584699645543353e+00 4.547713088551668115e+00
6.120000000000000000e+02 2.373158829392014866e+02 -6.159583899044678290e+00 4.564656842601020337e+00
6.130000000000000000e+02 2.372463800913630791e+02 -6.393047150062186823e+00 4.580780065188339023e+00
6.140000000000000000e+02 2.372053992391270469e+02 -6.626842435563733424e+00 4.596070432930956073e+00
6.150000000000000000e+02 2.371931396667511933e+02 -6.860836065989324162e+00 4.610515543546799044e+00
6.160000000000000000e+02 2.372098003017711108e+02 -7.094892672679732115e+00 4.624102915644895617e+00
6.170000000000000000e+02 2.372555797093267245e+02 -7.328875201202912137e+00 4.636819988515888724e+00
6.180000000000000000e+02 2.373306760864874718e+02 -7.562644904680428048e+00 4.648654121922539240e+00
6.190000000000000000e+02 2.374352872565780501e+02 -7.796061337113886935e+00 4.659592595890246436e+00
6.200000000000000000e+02 2.375696106635047045e+02 -8.028982346711348583e+00 4.669622610497544457e+00
6.210000000000000000e+02 2.377338433660800092e+02 -8.261264069213758887e+00 4.678731285666628104e+00
6.220000000000000000e+02 2.379281003961498016e+02 -8.492771071729592336e+00 4.686908413484723646e+00
6.230000000000000000e+02 2.381521677443539318e+02 -8.723407058692277616e+00 4.694154786391876222e+00
6.240000000000000000e+02 2.384057435767322772e+02 -8.953084872012514239e+00 4.700474063670558422e+00
6.250000000000000000e+02 2.386885193162421217e+02 -9.181716402159201706e+00 4.705870037216225654e+00
6.260000000000000000e+02 2.390001796118032757e+02 -9.409212584629212728e+00 4.710346632180217874e+00
6.270000000000000000e+02 2.393404023073433677e+02 -9.635483396417139801e+00 4.713907907612647108e+00
6.280000000000000000e+02 2.397088584108428506e+02 -9.860437852485057775e+00 4.716558057105293855e+00
6.290000000000000000e+02 2.401052120633803781e+02 -1.008398400223228819e+01 4.718301409434503491e+00
6.300000000000000000e+02 2.405291205081780674e+02 -1.030602892596514941e+01 4.719142429204070233e+00
6.310000000000000000e+02 2.409802340596465626e+02 -1.052647873136671386e+01 4.719085717488139764e+00
6.320000000000000000e+02 2.414581960724301837e+02 -1.074523854996657413e+01 4.718136012474100305e+00
6.330000000000000000e+02 2.419626429104525016e+02 -1.096221253361059311e+01 4.716298190105472798e+00
6.340000000000000000e+02 2.424932039159611463e+02 -1.117730385093067014e+01 4.713577264724809979e+00
6.350000000000000000e+02 2.430495013785732681e+02 -1.139041468381449285e+01 4.709978389716584779e+00
6.360000000000000000e+02 2.436311505043206580e+02 -1.160144622387529978e+01 4.705506858150084959e+00
6.370000000000000000e+02 2.442377593846948969e+02 -1.181029866892163049e+01 4.700168103422311283e+00
6.380000000000000000e+02 2.448689289656927599e+02 -1.201687121942709702e+01 4.693967699900861490e+00
6.390000000000000000e+02 2.455242530168613371e+02 -1.222106207500013042e+01 4.686911363566833799e+00
6.400000000000000000e+02 2.462033181003429547e+02 -1.242276843085374693e+01 4.679004952657714433e+00
6.410000000000000000e+02 2.469057035399210633e+02 -1.262188647427529986e+01 4.670254468310273133e+00
6.420000000000000000e+02 2.476309813900647043e+02 -1.281831138109624213e+01 4.660666055203456892e+00
6.430000000000000000e+02 2.483787164049742842e+02 -1.301193731216188354e+01 4.650246002201279261e+00
6.440000000000000000e+02 2.491484660076263538e+02 -1.320265740980114089e+01 4.639000742995720294e+00
6.450000000000000000e+02 2.499397802588191269e+02 -1.339036379429631651e+01 4.626936856749614968e+00
6.460000000000000000e+02 2.507522018262178278e+02 -1.357494756035283956e+01 4.614061068739552240e+00
6.470000000000000000e+02 2.515852659533992721e+02 -1.375629877356902320e+01 4.600380250998761689e+00
6.480000000000000000e+02 2.524385004288977541e+02 -1.393430646690583430e+01 4.585901422960009022e+00
6.490000000000000000e+02 2.533114255552499969e+02 -1.410885863715664001e+01 4.570631752098495149e+00
6.500000000000000000e+02 2.542035541180401026e+02 -1.427984224141697922e+01 4.554578554574741922e+00
6.510000000000000000e+02 2.551143913549452407e+02 -1.444714319355430376e+01 4.537749295877488542e+00
6.520000000000000000e+02 2.560434349247807404e+02 -1.461064636067775524e+01 4.520151591466588847e+00
6.530000000000000000e+02 2.569901748765448133e+02 -1.477023555960790802e+01 4.501793207415897946e+00
6.540000000000000000e+02 2.579540936184645830e+02 -1.492579355334653712e+01 4.482682061056168621e+00
6.550000000000000000e+02 2.589346658870405236e+02 -1.507720204754636661e+01 4.462826221617949507e+00
6.560000000000000000e+02 2.599313587160923475e+02 -1.522434168698084278e+01 4.442233910874471725e+00
6.570000000000000000e+02 2.609436314058035578e+02 -1.536709205201387540e+01 4.420913503784543508e+00
6.580000000000000000e+02 2.619709354917671931e+02 -1.550533165506961275e+01 4.398873529135445715e+00
6.590000000000000000e+02 2.630127147140307784e+02 -1.563893793710218638e+01 4.376122670185828234e+00
6.600000000000000000e+02 2.640684049861416725e+02 -1.576778726406546838e+01 4.352669765308594840e+00
6.610000000000000000e+02 2.651374392630601733e+02 -1.589177237096412476e+01 4.328524804952431637e+00
6.620000000000000000e+02 2.662192623253900479e+02 -1.601085512339897932e+01 4.303701945357207848e+00
6.630000000000000000e+02 2.673133162599399384e+02 -1.612501491252663399e+01 4.278216562568066372e+00
6.640000000000000000e+02 2.684190355608225218e+02 -1.623423131407642828e+01 4.252084263048414137e+00
6.650000000000000000e+02 2.695358470998426128e+02 -1.633848408960485799e+01 4.225320884596037274e+00
6.660000000000000000e+02 2.706631700968863470e+02 -1.643775318775012195e+01 4.197942497259220751e+00
6.670000000000000000e+02 2.718004160903091702e+02 -1.653201874548656747e+01 4.169965404252869767e+00
6.680000000000000000e+02 2.729469889073253626e+02 -1.662126108937917834e+01 4.141406142874623164e+00
6.690000000000000000e+02 2.741022846343956303e+02 -1.670546073683807364e+01 4.112281485420971272e+00
6.700000000000000000e+02 2.752656915876167432e+02 -1.678459839737297443e+01 4.082608440103383529e+00
6.710000000000000000e+02 2.764365902831095241e+02 -1.685865497384770606e+01 4.052404251964413007e+00
6.720000000000000000e+02 2.776143534074079753e+02 -1.692761156373466136e+01 4.021686403793825804e+00
6.730000000000000000e+02 2.787983457878474383e+02 -1.699144946036929937e+01 3.990472617044712234e+00
6.740000000000000000e+02 2.799879243629535495e+02 -1.705015015420460855e+01 3.958780852749607782e+00
6.750000000000000000e+02 2.811824381528309118e+02 -1.710369533406563747e+01 3.926629312436613617e+00
6.760000000000000000e+02 2.823812282295517093e+02 -1.715206688840391891e+01 3.894036439045510889e+00
6.770000000000000000e+02 2.835836276875442650e+02 -1.719524690655199706e+01 3.861020917843880351e+00
6.780000000000000000e+02 2.847889616139816553e+02 -1.723321767997788356e+01 3.827601677343220654e+00
6.790000000000000000e+02 2.859965470591706094e+02 -1.726596170353956694e+01 3.793797890215067525e+00
6.800000000000000000e+02 2.872056930069398391e+02 -1.729346167673947576e+01 3.759628974207110730e+00
6.810000000000000000e+02 2.884157003450289949e+02 -1.731570050497895963e+01 3.725114593059311918e+00
6.820000000000000000e+02 2.896258618354771102e+02 -1.733266130081280210e+01 3.690274657420024695e+00
6.830000000000000000e+02 2.908354620850111587e+02 -1.734432738520366968e+01 3.655129325762112025e+00
6.840000000000000000e+02 2.920437775154352948e+02 -1.735068228877662122e+01 3.619699005299063188e+00
6.850000000000000000e+02 2.932500763340186154e+02 -1.735170975307358177e+01 3.584004352901114743e+00
6.860000000000000000e+02 2.944536185038845133e+02 -1.734739373180781641e+01 3.548066276011364373e+00
6.870000000000000000e+02 2.956536557143988375e+02 -1.733771839211842547e+01 3.511905933561893178e+00
6.880000000000000000e+02 2.968494313515592467e+02 -1.732266811582483967e+01 3.475544736889884856e+00
6.890000000000000000e+02 2.980401804683829141e+02 -1.730222750068126913e+01 3.439004350653736442e+00
6.900000000000000000e+02 2.992251297552957681e+02 -1.727638136163121985e+01 3.402306693749185929e+00
6.910000000000000000e+02 3.004034975105213903e+02 -1.724511473206197820e+01 3.365473940225427008e+00
6.920000000000000000e+02 3.015744936104688918e+02 -1.720841286505906709e+01 3.328528520201222030e+00
6.930000000000000000e+02 3.027373194801220961e+02 -1.716626123466074105e+01 3.291493120781028736e+00
6.940000000000000000e+02 3.038911680634282106e+02 -1.711864553711247794e+01 3.254390686971111002e+00
6.950000000000000000e+02 3.050352237936862139e+02 -1.706555169212147760e+01 3.217244422595664677e+00
6.960000000000000000e+02 3.061686625639356976e+02 -1.700696584411110379e+01 3.180077791212929217e+00
6.970000000000000000e+02 3.072906516973455382e+02 -1.694287436347539355e+01 3.142914517031307753e+00
6.980000000000000000e+02 3.084003499176022274e+02 -1.687326384783355238e+01 3.105778585825487603e+00
6.990000000000000000e+02 3.094969073192988844e+02 -1.679812112328441387e+01 3.068694245852557234e+00
7.000000000000000000e+02 3.105795451425282749e+02 -1.671744540304219839e+01 3.031684446503801311e+00
7.010000000000000000e+02 3.116477969799818197e+02 -1.663128503871785213e+01 2.994766116718968085e+00
7.020000000000000000e+02 3.127012725356737519e+02 -1.653970153706280399e+01 2.957954790032847114e+00
7.030000000000000000e+02 3.137395782656905681e+02 -1.644275747613735916e+01 2.921266158465534168e+00
7.040000000000000000e+02 3.147623173680949549e+02 -1.634051650953825074e+01 2.884716073056503127e+00
7.050000000000000000e+02 3.157690897728310802e+02 -1.623304337062618785e+01 2.848320544398674325e+00
7.060000000000000000e+02 3.167594921316285763e+02 -1.612040387675343567e+01 2.812095743172478901e+00
7.070000000000000000e+02 3.177331178079079450e+02 -1.600266493349132801e+01 2.776058000679933802e+00
7.080000000000000000e+02 3.186895568666844270e+02 -1.587989453885785274e+01 2.740223809378707021e+00
7.090000000000000000e+02 3.196283960644731792e+02 -1.575216178754519980e+01 2.704609823416186387e+00
7.100000000000000000e+02 3.205492188391936565e+02 -1.561953687514731293e+01 2.669232859163546134e+00
7.110000000000000000e+02 3.214516053000749025e+02 -1.548209110238745012e+01 2.634109895749822350e+00
7.120000000000000000e+02 3.223351322175588507e+02 -1.533989687934571222e+01 2.599258075595973327e+00
7.130000000000000000e+02 3.231993730132066389e+02 -1.519302772968663540e+01 2.564694704948954129e+00
7.140000000000000000e+02 3.240438977496020811e+02 -1.504155829488672858e+01 2.530437254415783599e+00
7.150000000000000000e+02 3.248682731202567311e+02 -1.488556433846200733e+01 2.496503359497610486e+00
7.160000000000000000e+02 3.256720624395144910e+02 -1.472512275019559347e+01 2.462910821123786231e+00
7.170000000000000000e+02 3.264548256324564477e+02 -1.456031155036522051e+01 2.429677606185931982e+00
7.180000000000000000e+02 3.272161192248052544e+02 -1.439120989397082084e+01 2.396821848072004268e+00
7.190000000000000000e+02 3.279554963328300801e+02 -1.421789807496208269e+01 2.364361847200370903e+00
7.200000000000000000e+02 3.286725066532507071e+02 -1.404045753046596090e+01 2.332316071553870440e+00
7.210000000000000000e+02 3.293666964531429926e+02 -1.385897084501429077e+01 2.300703157213888961e+00
7.220000000000000000e+02 3.300376085598429086e+02 -1.367352175477130416e+01 2.269541908894423088e+00
7.230000000000000000e+02 3.306847823508514352e+02 -1.348419515176118821e+01 2.238851300476152328e+00
7.240000000000000000e+02 3.313077537437392266e+02 -1.329107708809565302e+01 2.208650475540505642e+00
7.250000000000000000e+02 3.319060551860512192e+02 -1.309425478020148148e+01 2.178958747903732007e+00
7.260000000000000000e+02 3.324792156452111840e+02 -1.289381661304805959e+01 2.149795602150965212e+00
7.270000000000000000e+02 3.330267605984267334e+02 -1.268985214437497611e+01 2.121180694170297532e+00
7.280000000000000000e+02 3.335482120225933613e+02 -1.248245210891954216e+01 2.093133851686845848e+00
7.290000000000000000e+02 3.340430883842000185e+02 -1.227170842264435180e+01 2.065675074796819111e+00
7.300000000000000000e+02 3.345109046292326411e+02 -1.205771418696484432e+01 2.038824536501589790e+00
7.310000000000000000e+02 3.349511721730799536e+02 -1.184056369297685585e+01 2.012602583241759557e+00
7.320000000000000000e+02 3.353633988904369971e+02 -1.162035242568416926e+01 1.987029735431231403e+00
7.330000000000000000e+02 3.357470891052109891e+02 -1.139717706822607823e+01 1.962126687991275764e+00
7.340000000000000000e+02 3.361017435804248521e+02 -1.117113550610492290e+01 1.937914310884599089e+00
7.350000000000000000e+02 3.364268595081225612e+02 -1.094232683141366813e+01 1.914413649649414850e+00
7.360000000000000000e+02 3.367219304992738103e+02 -1.071085134706344455e+01 1.891645925933509220e+00
7.370000000000000000e+02 3.369864465736779380e+02 -1.047681057101109658e+01 1.869632538028312085e+00
7.380000000000000000e+02 3.372198941498696740e+02 -1.024030724048674657e+01 1.848395061402963391e+00
7.390000000000000000e+02 3.374218497072399146e+02 -1.000144390517424675e+01 1.827952227243174965e+00
7.400000000000000000e+02 3.375922628206768650e+02 -9.760318667746965104e+00 1.808310791570810983e+00
7.410000000000000000e+02 3.377311786922209080e+02 -9.517029367634140868e+00 1.789474486964685696e+00
7.420000000000000000e+02 3.378386449953000010e+02 -9.271674988363782788e+00 1.771447028102652421e+00
7.430000000000000000e+02 3.379147118851897744e+02 -9.024355661480601754e+00 1.754232111632545887e+00
7.440000000000000000e+02 3.379594320094729483e+02 -8.775172670463916802e+00 1.737833416043115253e+00
7.450000000000000000e+02 3.379728605184994308e+02 -8.524228454645600195e+00 1.722254601534968677e+00
7.460000000000000000e+02 3.379550550758450527e+02 -8.271626613127978089e+00 1.707499309891507444e+00
7.470000000000000000e+02 3.379060758687716088e+02 -8.017471908701757854e+00 1.693571164349864322e+00
7.480000000000000000e+02 3.378259856186866728e+02 -7.761870271763961604e+00 1.680473769471844347e+00
7.490000000000000000e+02 3.377148495916026718e+02 -7.504928804235831308e+00 1.668210711014862069e+00
7.500000000000000000e+02 3.375727356085967585e+02 -7.246755783480761437e+00 1.656785555802879228e+00
7.510000000000000000e+02 3.373997140562705113e+02 -6.987460666222216510e+00 1.646201851597344223e+00
7.520000000000000000e+02 3.371958578972088389e+02 -6.727154092461650414e+00 1.636463126968128901e+00
7.530000000000000000e+02 3.369612426804408187e+02 -6.465947889396439052e+00 1.627572891164470015e+00
7.540000000000000000e+02 3.366959465518979755e+02 -6.203955075337790781e+00 1.619534633985904470e+00
7.550000000000000000e+02 3.364000502648744941e+02 -5.941289863628668400e+00 1.612351825653209225e+00
7.560000000000000000e+02 3.360736371904868633e+02 -5.678067666561720905e+00 1.606027916679338752e+00
7.570000000000000000e+02 3.357167933281333490e+02 -5.414405099297197488e+00 1.600566337740364942e+00
7.580000000000000000e+02 3.353296073159534672e+02 -5.150419983780869515e+00 1.595970499546414567e+00
7.590000000000000000e+02 3.349121704412874578e+02 -4.886231352661953409e+00 1.592243792712606298e+00
7.600000000000000000e+02 3.344645766511363831e+02 -4.621959453211033519e+00 1.589389587629991940e+00
7.610000000000000000e+02 3.339869225626211460e+02 -4.357725751237984113e+00 1.587411234336493671e+00
7.620000000000000000e+02 3.334793074734425886e+02 -4.093652935009892246e+00 1.586312062387840838e+00
7.630000000000000000e+02 3.329418333723403407e+02 -3.829864919168971316e+00 1.586095380728510307e+00
7.640000000000000000e+02 3.323746049495532020e+02 -3.566486848650497254e+00 1.586764477562664366e+00
7.650000000000000000e+02 3.317777296072783884e+02 -3.303645102600714978e+00 1.588322620225088411e+00
7.660000000000000000e+02 3.311513174701306639e+02 -3.041467298294771471e+00 1.590773055052129514e+00
7.670000000000000000e+02 3.304954813956030648e+02 -2.780082295054635111e+00 1.594119007252636777e+00
7.680000000000000000e+02 3.298103369845251223e+02 -2.519620198167010106e+00 1.598363680778896567e+00
7.690000000000000000e+02 3.290960025915235860e+02 -2.260212362801273134e+00 1.603510258197573757e+00
7.700000000000000000e+02 3.283525993354811590e+02 -2.001991397927377125e+00 1.609561900560646741e+00
7.710000000000000000e+02 3.275802511099964818e+02 -1.745091170233786348e+00 1.616521747276349341e+00
7.720000000000000000e+02 3.267790845938439475e+02 -1.489646808045395288e+00 1.624392915980107377e+00
7.730000000000000000e+02 3.259492292614328335e+02 -1.235794705241447966e+00 1.633178502405478572e+00
7.740000000000000000e+02 3.250908173932668319e+02 -9.836725251734597109e-01 1.642881580255086904e+00
7.750000000000000000e+02 3.242039840864043185e+02 -7.334192045831433582e-01 1.653505201071567399e+00
7.760000000000000000e+02 3.232888672649169735e+02 -4.851749575203235243e-01 1.665052394108497591e+00
7.770000000000000000e+02 3.223456076903502776e+02 -2.390812792608666693e-01 1.677526166201341651e+00
7.780000000000000000e+02 3.213743930815319914e+02 4.732425074085631900e-03 1.690927195938446648e+00
7.790000000000000000e+02 3.203755913602137184e+02 2.461892375666551447e-01 1.705246869014170441e+00
7.800000000000000000e+02 3.193496199248951939e+02 4.852250802532071527e-01 1.720474112012712498e+00
7.810000000000000000e+02 3.182969017870141215e+02 7.217754071912361180e-01 1.736597685690789428e+00
7.820000000000000000e+02 3.172178655901397519e+02 9.557752031897462919e-01 1.753606184392047851e+00
7.830000000000000000e+02 3.161129456291662336e+02 1.187158982539633145e+00 1.771488035461474819e+00
7.840000000000000000e+02 3.149825818695052817e+02 1.415860787744064764e+00 1.790231498659806908e+00
7.850000000000000000e+02 3.138272199662800404e+02 1.641814188248863493e+00 1.809824665577945302e+00
7.860000000000000000e+02 3.126473112835177517e+02 1.864952279172886307e+00 1.830255459051361777e+00
7.870000000000000000e+02 3.114433129133432203e+02 2.085207680038405176e+00 1.851511632574511568e+00
7.880000000000000000e+02 3.102156876951719937e+02 2.302512533501492875e+00 1.873580769715245120e+00
7.890000000000000000e+02 3.089649042349036563e+02 2.516798504082397248e+00 1.896450283529218517e+00
7.900000000000000000e+02 3.076914369241150098e+02 2.727996776895928122e+00 1.920107415974303233e+00
7.910000000000000000e+02 3.063957659592528557e+02 2.936038056381836903e+00 1.944539237324996783e+00
7.920000000000000000e+02 3.050783773608280853e+02 3.140852565035195276e+00 1.969732645586836917e+00
7.930000000000000000e+02 3.037397629926081777e+02 3.342370042136781016e+00 1.995674365910808268e+00
7.940000000000000000e+02 3.023804205808105507e+02 3.540519742483456245e+00 2.022350950007755443e+00
7.950000000000000000e+02 3.010008537332959122e+02 3.735230435118547021e+00 2.049748775562791892e+00
7.960000000000000000e+02 2.996015719587615536e+02 3.926430402062230929e+00 2.077854045649715431e+00
7.970000000000000000e+02 2.981830906859343600e+02 4.114047437041909561e+00 2.106652788145413790e+00
7.980000000000000000e+02 2.967459312827639337e+02 4.298008844222597880e+00 2.136130855144278140e+00
7.990000000000000000e+02 2.952906210756161158e+02 4.478241436937302034e+00 2.166273922372613292e+00
8.000000000000000000e+02 2.938176933684659389e+02 4.654671536417397171e+00 2.197067488603047458e+00
8.010000000000000000e+02 2.923276874620910917e+02 4.827224970523014136e+00 2.228496875068947336e+00
8.020000000000000000e+02 2.908211486732649860e+02 4.995827072473420394e+00 2.260547224878822981e+00
8.030000000000000000e+02 2.892986283539497663e+02 5.160402679577396512e+00 2.293203502430742891e+00
8.040000000000000000e+02 2.877606839104899450e+02 5.320876131963621525e+00 2.326450492826743321e+00
8.050000000000000000e+02 2.862078788228052417e+02 5.477171271311053857e+00 2.360272801287239819e+00
8.060000000000000000e+02 2.846407826635841047e+02 5.629211439579311360e+00 2.394654852565436975e+00
8.070000000000000000e+02 2.830599711174765503e+02 5.776919477739048681e+00 2.429580890361739964e+00
8.080000000000000000e+02 2.814660260002878545e+02 5.920217724502350620e+00 2.465034976738166073e+00
8.090000000000000000e+02 2.798595352781714496e+02 6.059028015053100624e+00 2.501000991532754902e+00
8.100000000000000000e+02 2.782410930868219907e+02 6.193271679777366145e+00 2.537462631773976351e+00
8.110000000000000000e+02 2.766112997506690476e+02 6.322869542993784009e+00 2.574403411095149696e+00
8.120000000000000000e+02 2.749707618020698874e+02 6.447741921683935118e+00 2.611806659148843579e+00
8.130000000000000000e+02 2.733200920005028252e+02 6.567808624222728042e+00 2.649655521021295979e+00
8.140000000000000000e+02 2.716599093517604615e+02 6.682988949108786159e+00 2.687932956646818194e+00
8.150000000000000000e+02 2.699908391271430901e+02 6.793201683694819693e+00 2.726621740222213042e+00
8.160000000000000000e+02 2.683135128826514801e+02 6.898365102918011971e+00 2.765704459621177058e+00
8.170000000000000000e+02 2.666285404939588375e+02 6.998412550396460929e+00 2.805163565734005271e+00
8.180000000000000000e+02 2.649364256749010451e+02 7.093339489420368515e+00 2.844981522635588789e+00
8.190000000000000000e+02 2.632376489880051622e+02 7.183157289877880380e+00 2.885140658939024050e+00
8.200000000000000000e+02 2.615326957061215012e+02 7.267877723568112458e+00 2.925623117537685669e+00
8.210000000000000000e+02 2.598220558265915656e+02 7.347512965729469769e+00 2.966410855028603244e+00
8.220000000000000000e+02 2.581062240854168977e+02 7.422075596567989209e+00 3.007485641135836385e+00
8.230000000000000000e+02 2.563856999714272433e+02 7.491578602785649466e+00 3.048829058133850634e+00
8.240000000000000000e+02 2.546609877404488316e+02 7.556035379108709371e+00 3.090422500270888495e+00
8.250000000000000000e+02 2.529325964294730511e+02 7.615459729816026702e+00 3.132247173192351575e+00
8.260000000000000000e+02 2.512010398708248147e+02 7.669865870267396524e+00 3.174284093364170278e+00
8.270000000000000000e+02 2.494668367063307244e+02 7.719268428431862006e+00 3.216514087496183283e+00
8.280000000000000000e+02 2.477305104014877770e+02 7.763682446416052763e+00 3.258917791965509458e+00
8.290000000000000000e+02 2.459925892596316714e+02 7.803123381992516983e+00 3.301475652239925562e+00
8.300000000000000000e+02 2.442536064361050876e+02 7.837607110128029575e+00 3.344167922301239493e+00
8.310000000000000000e+02 2.425140999524263634e+02 7.867149924511939396e+00 3.386974664068669760e+00
8.320000000000000000e+02 2.407746127104576601e+02 7.891768539084481837e+00 3.429875746822215188e+00
8.330000000000000000e+02 2.390356925065734970e+02 7.911480089565115392e+00 3.472850846626035715e+00
8.340000000000000000e+02 2.372978920458289736e+02 7.926302134980835135e+00 3.515879445751822097e+00
8.350000000000000000e+02 2.355617689561285601e+02 7.936252659194522607e+00 3.558940832102176710e+00
8.360000000000000000e+02 2.338278858023941780e+02 7.941350072433252194e+00 3.602014098633987249e+00
8.370000000000000000e+02 2.320968101007336770e+02 7.941613212816624134e+00 3.645078142781797759e+00
8.380000000000000000e+02 2.303691143326092572e+02 7.937061347885091322e+00 3.688111665881191215e+00
8.390000000000000000e+02 2.286453759590060315e+02 7.927714176128292323e+00 3.731093172592160112e+00
8.400000000000000000e+02 2.269261774346000777e+02 7.913591828513371951e+00 3.774000970322481940e+00
8.410000000000000000e+02 2.252121062219272574e+02 7.894714870013306296e+00 3.816813168651096433e+00
8.420000000000000000e+02 2.235037548055514094e+02 7.871104301135238401e+00 3.859507678751481041e+00
8.430000000000000000e+02 2.218017207062326293e+02 7.842781559448795292e+00 3.902062212815024189e+00
8.440000000000000000e+02 2.201066064950960879e+02 7.809768521114422768e+00 3.944454283474401191e+00
8.450000000000000000e+02 2.184190198078000265e+02 7.772087502411709536e+00 3.986661203226951500e+00
8.460000000000000000e+02 2.167395733587042912e+02 7.729761261267707795e+00 4.028660083858052410e+00
8.470000000000000000e+02 2.150688849550388397e+02 7.682812998785278680e+00 4.070427835864492749e+00
8.480000000000000000e+02 2.134075775110721622e+02 7.631266360771394197e+00 4.111941167877856351e+00
8.490000000000000000e+02 2.117562790622794751e+02 7.575145439265486225e+00 4.153176586087882427e+00
8.500000000000000000e+02 2.101156227795113409e+02 7.514474774067757323e+00 4.194110393665857472e+00
8.510000000000000000e+02 2.084862469831620331e+02 7.449279354267517306e+00 4.234718690187977863e+00
8.520000000000000000e+02 2.068687951573378996e+02 7.379584619771510923e+00 4.274977371058735542e+00
