# l   cl_TT   cl_TE   cl_EE
5.530000000000000000e+02 3.123006983131216430e+02 2.409868246965443994e+00 1.540918732819763326e+00
5.540000000000000000e+02 3.114803232428891420e+02 2.490786312481114262e+00 1.570192222453675512e+00
5.550000000000000000e+02 3.106418015841088049e+02 2.568270641012099453e+00 1.599964635242166366e+00
5.560000000000000000e+02 3.097856874142136121e+02 2.642282487291274684e+00 1.630224621610247837e+00
5.570000000000000000e+02 3.089125440429132254e+02 2.712782991538323252e+00 1.660960624956385523e+00
5.580000000000000000e+02 3.080229440546977457e+02 2.779733179638826712e+00 1.692160880667833434e+00
5.590000000000000000e+02 3.071174693513409579e+02 2.843093963323360285e+00 1.723813415135975413e+00
5.600000000000000000e+02 3.061967111944035764e+02 2.902826140346586925e+00 1.755906044771660124e+00
5.610000000000000000e+02 3.052612702477370021e+02 2.958890394666347401e+00 1.788426375020540471e+00
5.620000000000000000e+02 3.043117566199866815e+02 3.011247296622756586e+00 1.821361799378409918e+00
5.630000000000000000e+02 3.033487899070954086e+02 3.059857303117296201e+00 1.854699498406540581e+00
5.640000000000000000e+02 3.023729992348067412e+02 3.104680757791907109e+00 1.888426438747019542e+00
5.650000000000000000e+02 3.013850233011686441e+02 3.145677891208082944e+00 1.922529372138089832e+00
5.660000000000000000e+02 3.003855104190367911e+02 3.182808821025966850e+00 1.956994834429484298e+00
5.670000000000000000e+02 2.993751185585778671e+02 3.216033552183436228e+00 1.991809144597765036e+00
5.680000000000000000e+02 2.983545153897732689e+02 3.245311977075205689e+00 2.026958403761661920e+00
5.690000000000000000e+02 2.973243783249223497e+02 3.270603875731914467e+00 2.062428494197405815e+00
5.700000000000000000e+02 2.962853945611458357e+02 3.291868915999221823e+00 2.098205078354072661e+00
5.710000000000000000e+02 2.952382611228893552e+02 3.309066653716902007e+00 2.134273597868916905e+00
5.720000000000000000e+02 2.941836849044269684e+02 3.322156532897931669e+00 2.170619272582708703e+00
5.730000000000000000e+02 2.931223827123642423e+02 3.331097885907589262e+00 2.207227099555074457e+00
5.740000000000000000e+02 2.920550813081421211e+02 3.335849933642547338e+00 2.244081852079830686e+00
5.750000000000000000e+02 2.909825174505399445e+02 3.336371785709962179e+00 2.281168078700325896e+00
5.760000000000000000e+02 2.899054379381790909e+02 3.332622440606570979e+00 2.318470102224774010e+00
5.770000000000000000e+02 2.888245996520266203e+02 3.324560785897784587e+00 2.355972018741595342e+00
5.780000000000000000e+02 2.877407695978982360e+02 3.312145598396777579e+00 2.393657696634752252e+00
5.790000000000000000e+02 2.866547249489619276e+02 3.295335544343586331e+00 2.431510775599087015e+00
5.800000000000000000e+02 2.855672530882419551e+02 3.274089179584199538e+00 2.469514665655659691e+00
5.810000000000000000e+02 2.844791516511208442e+02 3.248364949749652730e+00 2.507652546167085106e+00
5.820000000000000000e+02 2.833912285678444505e+02 3.218121190435117018e+00 2.545907364852872501e+00
5.830000000000000000e+02 2.823042388371470679e+02 3.183328036903940284e+00 2.584262615214047099e+00
5.840000000000000000e+02 2.812186930257556696e+02 3.144003479689573499e+00 2.622704692139215865e+00
5.850000000000000000e+02 2.801350440688483445e+02 3.100178210072789042e+00 2.661220593200504858e+00
5.860000000000000000e+02 2.790537501261591729e+02 3.051883796435496787e+00 2.699797144860962117e+00
5.870000000000000000e+02 2.779752746021825942e+02 2.999152688637371167e+00 2.738421001764249407e+00
5.880000000000000000e+02 2.769000861663772639e+02 2.942018222392484006e+00 2.777078646024328190e+00
5.890000000000000000e+02 2.758286587733706483e+02 2.880514623645927585e+00 2.815756386515151366e+00
5.900000000000000000e+02 2.747614716831627106e+02 2.814677012950444368e+00 2.854440358160349689e+00
5.910000000000000000e+02 2.736990094813306769e+02 2.744541409843053614e+00 2.893116521222924398e+00
5.920000000000000000e+02 2.726417620992329489e+02 2.670144737221683329e+00 2.931770660594937183e+00
5.930000000000000000e+02 2.715902248342129042e+02 2.591524825721791547e+00 2.970388385087193495e+00
5.940000000000000000e+02 2.705448983698040593e+02 2.508720418093000060e+00 3.008955126718940054e+00
5.950000000000000000e+02 2.695062887959334148e+02 2.421771173575721470e+00 3.047456140007549941e+00
5.960000000000000000e+02 2.684749076291257097e+02 2.330717672277779595e+00 3.085876501258210336e+00
5.970000000000000000e+02 2.674512718327083576e+02 2.235601419551052071e+00 3.124201107853617376e+00
5.980000000000000000e+02 2.664359038370147914e+02 2.136464850368082313e+00 3.162414677543659902e+00
5.990000000000000000e+02 2.654293315595889453e+02 2.033351333698719010e+00 3.200501747735112534e+00
6.000000000000000000e+02 2.644320884253898498e+02 1.926305176886739634e+00 3.238446674781324308e+00
6.010000000000000000e+02 2.634447133869949766e+02 1.815371630026475280e+00 3.276233633271905976e+00
6.020000000000000000e+02 2.624677509448054593e+02 1.700596890339445055e+00 3.313846615322423972e+00
6.030000000000000000e+02 2.615017511672492674e+02 1.582028106550978919e+00 3.351269429864083271e+00
6.040000000000000000e+02 2.605472697109864839e+02 1.459713383266847631e+00 3.388485701933425798e+00
6.050000000000000000e+02 2.596048678411122523e+02 1.333701785349891145e+00 3.425478871962008842e+00
6.060000000000000000e+02 2.586751124513621676e+02 1.204043342296644559e+00 3.462232195066104357e+00
6.070000000000000000e+02 2.577585760843157345e+02 1.070789052613967840e+00 3.498728740336383147e+00
6.080000000000000000e+02 2.568558369516008497e+02 9.339908881956732190e-01 3.534951390127605730e+00
6.090000000000000000e+02 2.559674789540977144e+02 7.937017986991513618e-01 3.570882839348310522e+00
6.100000000000000000e+02 2.550940917021435155e+02 6.499757159220023173e-01 3.606505594750504695e+00
6.110000000000000000e+02 2.542362705357361108e+02 5.028675581786616888e-01 3.641801974219353699e+00
6.120000000000000000e+02 2.533946165447386534e+02 3.524332346770280289e-01 3.676754106062869010e+00
6.130000000000000000e+02 2.525697365890835613e+02 1.987296498950929524e-01 3.711343928301601647e+00
6.140000000000000000e+02 2.517622433189764877e+02 4.181470795756453418e-02 3.745553187958322816e+00
6.150000000000000000e+02 2.509727551951010867e+02 -1.182526829874989138e-01 3.779363440347725422e+00
6.160000000000000000e+02 2.502018965088227844e+02 -2.814126063920655008e-01 3.812756048366102490e+00
6.170000000000000000e+02 2.494502974023930051e+02 -4.476041329314994766e-01 3.845712181781044681e+00
6.180000000000000000e+02 2.487185938891535955e+02 -6.167653161279345042e-01 3.878212816521124484e+00
6.190000000000000000e+02 2.480074278737407667e+02 -7.888331879736443231e-01 3.910238733965588409e+00
6.200000000000000000e+02 2.473174471722893486e+02 -9.637437545544182971e-01 3.941770520234041619e+00
6.210000000000000000e+02 2.466493055326372144e+02 -1.141431991672929191e+00 3.972788565476149003e+00
6.220000000000000000e+02 2.460035706881010640e+02 -1.321830157529095828e+00 4.003275200964078628e+00
6.230000000000000000e+02 2.453804461127009517e+02 -1.504862696223283169e+00 4.033221166782214873e+00
6.240000000000000000e+02 2.447800427878647724e+02 -1.690451206214693247e+00 4.062619294241947898e+00
6.250000000000000000e+02 2.442024705705809993e+02 -1.878516107569859317e+00 4.091462381745434307e+00
6.260000000000000000e+02 2.436478381851235326e+02 -2.068976637064857016e+00 4.119743194737306879e+00
6.270000000000000000e+02 2.431162532147766342e+02 -2.261750843287518631e+00 4.147454465656390532e+00
6.280000000000000000e+02 2.426078220935589513e+02 -2.456755581739637151e+00 4.174588893887398733e+00
6.290000000000000000e+02 2.421226500979489344e+02 -2.653906509939182090e+00 4.201139145712655676e+00
6.300000000000000000e+02 2.416608413386090888e+02 -2.853118082522509980e+00 4.227097854263785592e+00
6.310000000000000000e+02 2.412224987521109938e+02 -3.054303546346571085e+00 4.252457619473443806e+00
6.320000000000000000e+02 2.408077240926598108e+02 -3.257374935591126786e+00 4.277211008027008710e+00
6.330000000000000000e+02 2.404166179238190182e+02 -3.462243066860951402e+00 4.301350553314296832e+00
6.340000000000000000e+02 2.400492796102352031e+02 -3.668817534288052240e+00 4.324868755381267249e+00
6.350000000000000000e+02 2.397058073093627968e+02 -3.877006704633876755e+00 4.347758080881738429e+00
6.360000000000000000e+02 2.393862979631886105e+02 -4.086717712391517487e+00 4.370010963029085538e+00
6.370000000000000000e+02 2.390908472899567414e+02 -4.297856454887932109e+00 4.391619801547955504e+00
6.380000000000000000e+02 2.388195497758930799e+02 -4.510327587386147030e+00 4.412576962625975874e+00
6.390000000000000000e+02 2.385724986669302723e+02 -4.724034518187475662e+00 4.432874778865461884e+00
6.400000000000000000e+02 2.383497859604322286e+02 -4.938879403733718476e+00 4.452505549235119098e+00
6.410000000000000000e+02 2.381515023969189997e+02 -5.154763143709383932e+00 4.471461539021764686e+00
6.420000000000000000e+02 2.379777374517911142e+02 -5.371585376143896973e+00 4.489734979782022961e+00
6.430000000000000000e+02 2.378285793270549107e+02 -5.589244472513799522e+00 4.507318069294042218e+00
6.440000000000000000e+02 2.377041149430467897e+02 -5.807637532844977635e+00 4.524202971509196480e+00
6.450000000000000000e+02 2.376044299301577496e+02 -6.026660380814859330e+00 4.540381816503803236e+00
6.460000000000000000e+02 2.375296086205588324e+02 -6.246207558854633746e+00 4.555846700430821627e+00
6.470000000000000000e+02 2.374797340399253471e+02 -6.466172323251456078e+00 4.570589685471567520e+00
6.480000000000000000e+02 2.374548878991610650e+02 -6.686446639250657853e+00 4.584602799787416139e+00
6.490000000000000000e+02 2.374551505861241480e+02 -6.906921176157968745e+00 4.597878037471522461e+00
6.500000000000000000e+02 2.374806011573508897e+02 -7.127485302441707304e+00 4.610407358500513197e+00
6.510000000000000000e+02 2.375313173297806770e+02 -7.348027080835012548e+00 4.622182688686206298e+00
6.520000000000000000e+02 2.376073754724810101e+02 -7.568433263438040015e+00 4.633195919627316250e+00
6.530000000000000000e+02 2.377088505983717539e+02 -7.788589286820180924e+00 4.643438908661164710e+00
6.540000000000000000e+02 2.378358163559500440e+02 -8.008379267122265333e+00 4.652903478815382243e+00
6.550000000000000000e+02 2.379883450210151352e+02 -8.227685995158783072e+00 4.661581418759626061e+00
6.560000000000000000e+02 2.381665074883929663e+02 -8.446390931520088685e+00 4.669464482757282653e+00
6.570000000000000000e+02 2.383703732636608095e+02 -8.664374201674604592e+00 4.676544390617173974e+00
6.580000000000000000e+02 2.386000104548720913e+02 -8.881514591071043796e+00 4.682812827645275178e+00
6.590000000000000000e+02 2.388554857642811271e+02 -9.097689540240621042e+00 4.688261444596411920e+00
6.600000000000000000e+02 2.391368644800677146e+02 -9.312775139899251542e+00 4.692881857625974540e+00
6.610000000000000000e+02 2.394441520983873488e+02 -9.526655490086506362e+00 4.696667759024457212e+00
6.620000000000000000e+02 2.397771177931903708e+02 -9.739251014041551358e+00 4.699621300610721697e+00
6.630000000000000000e+02 2.401354670372244016e+02 -9.950490759011870523e+00 4.701746851008595129e+00
6.640000000000000000e+02 2.405188995950067010e+02 -1.016030308642420188e+01 4.703048898138934675e+00
6.650000000000000000e+02 2.409271094985418529e+02 -1.036861566955464831e+01 4.703532049750170252e+00
6.660000000000000000e+02 2.413597850230394215e+02 -1.057535549119885054e+01 4.703201033948875676e+00
6.670000000000000000e+02 2.418166086626318645e+02 -1.078044884134213355e+01 4.702060699730317594e+00
6.680000000000000000e+02 2.422972571060921894e+02 -1.098382131482965995e+01 4.700116017509021304e+00
6.690000000000000000e+02 2.428014012125515251e+02 -1.118539780903657999e+01 4.697372079649317023e+00
6.700000000000000000e+02 2.433287059872174609e+02 -1.138510252153817248e+01 4.693834100995908365e+00
6.710000000000000000e+02 2.438788305570908790e+02 -1.158285894778001257e+01 4.689507419404420396e+00
6.720000000000000000e+02 2.444514281466844352e+02 -1.177858987874811092e+01 4.684397496271968109e+00
6.730000000000000000e+02 2.450461460537401592e+02 -1.197221739863907253e+01 4.678509917067699142e+00
6.740000000000000000e+02 2.456626256249467417e+02 -1.216366288253023242e+01 4.671850391863366703e+00
6.750000000000000000e+02 2.463005022316579584e+02 -1.235284699404983044e+01 4.664424755863876726e+00
6.760000000000000000e+02 2.469594052456099860e+02 -1.253968968304713805e+01 4.656238969937850136e+00
6.770000000000000000e+02 2.476389580146391722e+02 -1.272411018326263310e+01 4.647299121148180667e+00
6.780000000000000000e+02 2.483387778383998921e+02 -1.290602700999812313e+01 4.637611423282584688e+00
6.790000000000000000e+02 2.490584759440823177e+02 -1.308535795778692190e+01 4.627182217384169682e+00
6.800000000000000000e+02 2.497976574621299051e+02 -1.326202009806398685e+01 4.616017972281985848e+00
6.810000000000000000e+02 2.505559214019575052e+02 -1.343592977683606549e+01 4.604125285121584810e+00
6.820000000000000000e+02 2.513328606276689072e+02 -1.360700261235186481e+01 4.591510881895572105e+00
6.830000000000000000e+02 2.521280618337743533e+02 -1.377515349277218526e+01 4.578181617974175666e+00
6.840000000000000000e+02 2.529411055209089341e+02 -1.394029657384008125e+01 4.564144478635792979e+00
6.850000000000000000e+02 2.537715659715495917e+02 -1.410234527655100045e+01 4.549406579597556899e+00
6.860000000000000000e+02 2.546190112257333453e+02 -1.426121228482294967e+01 4.533975167545882812e+00
6.870000000000000000e+02 2.554830030567748054e+02 -1.441680954316663232e+01 4.517857620667036223e+00
6.880000000000000000e+02 2.563630969469841716e+02 -1.456904825435561968e+01 4.501061449177685247e+00
6.890000000000000000e+02 2.572588420633845203e+02 -1.471783887709646343e+01 4.483594295855458434e+00
6.900000000000000000e+02 2.581697812334300011e+02 -1.486309112369888830e+01 4.465463936569501691e+00
6.910000000000000000e+02 2.590954509207234651e+02 -1.500471395774592942e+01 4.446678280811044104e+00
6.920000000000000000e+02 2.600353812007340366e+02 -1.514261559176406990e+01 4.427245372223937991e+00
6.930000000000000000e+02 2.609890957365149688e+02 -1.527670348489339958e+01 4.407173389135234487e+00
6.940000000000000000e+02 2.619561117544213289e+02 -1.540688434055777378e+01 4.386470645085725373e+00
6.950000000000000000e+02 2.629359400198280241e+02 -1.553306410413495797e+01 4.365145589360520439e+00
6.960000000000000000e+02 2.639280848128470893e+02 -1.565514796062677405e+01 4.343206807519583101e+00
6.970000000000000000e+02 2.649320439040457700e+02 -1.577304033232925740e+01 4.320663021928298875e+00
6.980000000000000000e+02 2.659473085301641504e+02 -1.588664487650281387e+01 4.297523092288036750e+00
6.990000000000000000e+02 2.669733633698328390e+02 -1.599586448304235553e+01 4.273796016166697243e+00
7.000000000000000000e+02 2.680096958995952150e+02 -1.610061529473455266e+01 4.249491579750954706e+00
7.010000000000000000e+02 2.690558247249456372e+02 -1.620086909320558632e+01 4.224622323904067223e+00
7.020000000000000000e+02 2.701112717913782717e+02 -1.629661179127660020e+01 4.199201620111810307e+00
7.030000000000000000e+02 2.711755530355808901e+02 -1.638782949143356404e+01 4.173243024657970146e+00
7.040000000000000000e+02 2.722481783634470958e+02 -1.647450848692663783e+01 4.146760279313911113e+00
7.050000000000000000e+02 2.733286516280878118e+02 -1.655663526286953058e+01 4.119767312028145945e+00
7.060000000000000000e+02 2.744164706078429958e+02 -1.663419649733884853e+01 4.092278237615905034e+00
7.070000000000000000e+02 2.755111269842930710e+02 -1.670717906247344686e+01 4.064307358448699503e+00
7.080000000000000000e+02 2.766121063202712094e+02 -1.677557002557379207e+01 4.035869165143893156e+00
7.090000000000000000e+02 2.777188880378743079e+02 -1.683935665020131012e+01 4.006978337254270883e+00
7.100000000000000000e+02 2.788309453964751015e+02 -1.689852639727774886e+01 3.977649743957605732e+00
7.110000000000000000e+02 2.799477454707338779e+02 -1.695306692618453681e+01 3.947898444746231306e+00
7.120000000000000000e+02 2.810687491286097384e+02 -1.700296609586211360e+01 3.917739690116600837e+00
7.130000000000000000e+02 2.821934110093728805e+02 -1.704821196590931365e+01 3.887188922258864032e+00
7.140000000000000000e+02 2.833211795016157453e+02 -1.708879279768271786e+01 3.856261775746434139e+00
7.150000000000000000e+02 2.844514967212650163e+02 -1.712469705539597697e+01 3.824974078225552354e+00
7.160000000000000000e+02 2.855837984895932209e+02 -1.715591340721921654e+01 3.793341851104858442e+00
7.170000000000000000e+02 2.867175143112303886e+02 -1.718243072637834601e+01 3.761381310244961806e+00
7.180000000000000000e+02 2.878520673521756521e+02 -1.720423809225443179e+01 3.729108866648003229e+00
7.190000000000000000e+02 2.889868744178094175e+02 -1.722132479148308803e+01 3.696541127147230821e+00
7.200000000000000000e+02 2.901213459309039990e+02 -1.723368031905375020e+01 3.663694895096559989e+00
7.210000000000000000e+02 2.912548859096366414e+02 -1.724129437940910492e+01 3.630587171060151164e+00
7.220000000000000000e+02 2.923868919455999844e+02 -1.724415688754442044e+01 3.597235153501970206e+00
7.230000000000000000e+02 2.935167551818146308e+02 -1.724225797010687700e+01 3.563656239475359921e+00
7.240000000000000000e+02 2.946438602907403492e+02 -1.723558796649496117e+01 3.529868025312608459e+00
7.250000000000000000e+02 2.957675854522880741e+02 -1.722413742995781050e+01 3.495888307314518606e+00
7.260000000000000000e+02 2.968873023318309379e+02 -1.720789712869453680e+01 3.461735082439971745e+00
7.270000000000000000e+02 2.980023760582170667e+02 -1.718685804695361696e+01 3.427426548995502920e+00
7.280000000000000000e+02 2.991121652017800443e+02 -1.716101138613225530e+01 3.392981107324862577e+00
7.290000000000000000e+02 3.002160217523515939e+02 -1.713034856587568555e+01 3.358417360498588966e+00
7.300000000000000000e+02 3.013132910972726108e+02 -1.709486122517658657e+01 3.323754115003573428e+00
7.310000000000000000e+02 3.024033119994051617e+02 -1.705454122347440205e+01 3.289010381432633690e+00
7.320000000000000000e+02 3.034854165751440291e+02 -1.700938064175469933e+01 3.254205375174076931e+00
7.330000000000000000e+02 3.045589302724285403e+02 -1.695937178364854603e+01 3.219358517101269967e+00
7.340000000000000000e+02 3.056231718487539979e+02 -1.690450717653182977e+01 3.184489434262207208e+00
7.350000000000000000e+02 3.066774533491837360e+02 -1.684477957262464898e+01 3.149617960569082609e+00
7.360000000000000000e+02 3.077210800843604943e+02 -1.678018195009063618e+01 3.114764137487850082e+00
7.370000000000000000e+02 3.087533506085180761e+02 -1.671070751413633459e+01 3.079948214727799449e+00
7.380000000000000000e+02 3.097735566974932908e+02 -1.663634969811054987e+01 3.045190650931120846e+00
7.390000000000000000e+02 3.107810482049067105e+02 -1.655711170409651700e+01 3.010510824062765156e+00
7.400000000000000000e+02 3.117754290793515679e+02 -1.647303532902813217e+01 2.975923133264756881e+00
7.410000000000000000e+02 3.127563651724753413e+02 -1.638417270969504713e+01 2.941440821429267327e+00
7.420000000000000000e+02 3.137235197035149099e+02 -1.629057683797242717e+01 2.907077258934876784e+00
7.430000000000000000e+02 3.146765532515440782e+02 -1.619230156401362564e+01 2.872845944053016076e+00
7.440000000000000000e+02 3.156151237477218956e+02 -1.608940159944279813e+01 2.838760503354385456e+00
7.450000000000000000e+02 3.165388864675415448e+02 -1.598193252054758595e+01 2.804834692115397932e+00
7.460000000000000000e+02 3.174474940230775246e+02 -1.586995077147175337e+01 2.771082394724609266e+00
7.470000000000000000e+02 3.183405963552345384e+02 -1.575351366740781955e+01 2.737517625089139539e+00
7.480000000000000000e+02 3.192178407259955861e+02 -1.563267939778974025e+01 2.704154527041120470e+00
7.490000000000000000e+02 3.200788717106697163e+02 -1.550750702948553794e+01 2.671007374744117868e+00
7.500000000000000000e+02 3.209233311901409138e+02 -1.537805650998995155e+01 2.638090573099562963e+00
7.510000000000000000e+02 3.217508583431157945e+02 -1.524438867061708969e+01 2.605418658153189515e+00
7.520000000000000000e+02 3.225610896383720387e+02 -1.510656522969308035e+01 2.573006297501461592e+00
7.530000000000000000e+02 3.233536588270063703e+02 -1.496464879574872953e+01 2.540868290698008902e+00
7.540000000000000000e+02 3.241281969346831033e+02 -1.481870287071215131e+01 2.509019569660055904e+00
7.550000000000000000e+02 3.248843322538818938e+02 -1.466879185310143008e+01 2.477475199074853141e+00
7.560000000000000000e+02 3.256216903361463437e+02 -1.451498104121727728e+01 2.446250376806112126e+00
7.570000000000000000e+02 3.263398939843320363e+02 -1.435733663633566337e+01 2.415360434300437564e+00
7.580000000000000000e+02 3.270385632448546858e+02 -1.419592574590048351e+01 2.384820836993753357e+00
7.590000000000000000e+02 3.277173153999382862e+02 -1.403081638671619125e+01 2.354647184717741482e+00
7.600000000000000000e+02 3.283757649598635453e+02 -1.386207748814046603e+01 2.324855212106269775e+00
7.610000000000000000e+02 3.290135236552159199e+02 -1.368977889527685043e+01 2.295460789001826818e+00
7.620000000000000000e+02 3.296302004291337084e+02 -1.351399137216741231e+01 2.266479920861951491e+00
7.630000000000000000e+02 3.302254014295565412e+02 -1.333478660498536961e+01 2.237928749165663422e+00
7.640000000000000000e+02 3.307987300014732455e+02 -1.315223720522777207e+01 2.209823551819900977e+00
7.650000000000000000e+02 3.313497866791704496e+02 -1.296641671290812248e+01 2.182180743565945491e+00
7.660000000000000000e+02 3.318781691784801637e+02 -1.277739959974905304e+01 2.155016876385858815e+00
7.670000000000000000e+02 3.323834723890287250e+02 -1.258526127237495018e+01 2.128348639908914208e+00
7.680000000000000000e+02 3.328652883664843785e+02 -1.239007807550461848e+01 2.102192861818025005e+00
7.690000000000000000e+02 3.333232063248059376e+02 -1.219192729514393214e+01 2.076566508256182608e+00
7.700000000000000000e+02 3.337568126284905929e+02 -1.199088716177848113e+01 2.051486684232879831e+00
7.710000000000000000e+02 3.341656907848220612e+02 -1.178703685356620134e+01 2.026970634030551111e+00
7.720000000000000000e+02 3.345494214361196441e+02 -1.158045649953006695e+01 2.003035741611000731e+00
7.730000000000000000e+02 3.349075823519852406e+02 -1.137122718275070454e+01 1.979699531021834380e+00
7.740000000000000000e+02 3.352397484215522923e+02 -1.115943094355905529e+01 1.956979666802892259e+00
7.750000000000000000e+02 3.355454916457336481e+02 -1.094515078272902109e+01 1.934893954392679083e+00
7.760000000000000000e+02 3.358243811294700549e+02 -1.072847066467011956e+01 1.913460340534799187e+00
7.770000000000000000e+02 3.360759830739781364e+02 -1.050947552062012846e+01 1.892696913684385196e+00
7.780000000000000000e+02 3.362999362534818033e+02 -1.028825046960289313e+01 1.872619499993058767e+00
7.790000000000000000e+02 3.364961800132901999e+02 -1.006487845882930188e+01 1.853234401002681775e+00
7.800000000000000000e+02 3.366647305319871180e+02 -9.839442585372420780e+00 1.834545520567529842e+00
7.810000000000000000e+02 3.368056057314897203e+02 -9.612026877426046667e+00 1.816556756867861111e+00
7.820000000000000000e+02 3.369188252842425300e+02 -9.382716297342501122e+00 1.799272002340275511e+00
7.830000000000000000e+02 3.370044106204115337e+02 -9.151596744670396077e+00 1.782695143608071353e+00
7.840000000000000000e+02 3.370623849350784553e+02 -8.918755059192392309e+00 1.766830061411603925e+00
7.850000000000000000e+02 3.370927731954346882e+02 -8.684279023962972133e+00 1.751680630538642980e+00
7.860000000000000000e+02 3.370956021479753417e+02 -8.448257368346206775e+00 1.737250719754728001e+00
7.870000000000000000e+02 3.370709003256932874e+02 -8.210779771053518417e+00 1.723544191733528796e+00
7.880000000000000000e+02 3.370186980552737737e+02 -7.971936863181459998e+00 1.710564902987201874e+00
7.890000000000000000e+02 3.369390274642875625e+02 -7.731820231249469266e+00 1.698316703796747706e+00
7.900000000000000000e+02 3.368319224883859420e+02 -7.490522420237650358e+00 1.686803438142368217e+00
7.910000000000000000e+02 3.366974188784942612e+02 -7.248136936624520743e+00 1.676028943633822932e+00
7.920000000000000000e+02 3.365355542080062605e+02 -7.004758251424804349e+00 1.665997051440792021e+00
7.930000000000000000e+02 3.363463678799782315e+02 -6.760481803227181175e+00 1.656711586223227783e+00
7.940000000000000000e+02 3.361299011343227221e+02 -6.515404001232055542e+00 1.648176366061713916e+00
7.950000000000000000e+02 3.358861970550028673e+02 -6.269622228289336796e+00 1.640395202387824547e+00
7.960000000000000000e+02 3.356153005772269466e+02 -6.023234843936192462e+00 1.633371899914480618e+00
7.970000000000000000e+02 3.353172584946414645e+02 -5.776341187434826274e+00 1.627110256566308477e+00
7.980000000000000000e+02 3.349921194665262192e+02 -5.529041580810233114e+00 1.621614063409996032e+00
7.990000000000000000e+02 3.346399340249875536e+02 -5.281437331887983255e+00 1.616887104584649348e+00
8.000000000000000000e+02 3.342607545821533108e+02 -5.033630737331975524e+00 1.612933157232154802e+00
8.010000000000000000e+02 3.338546354373662552e+02 -4.785725085682215330e+00 1.609755991427531896e+00
8.020000000000000000e+02 3.334216327843783461e+02 -4.537824660392573151e+00 1.607359370109292307e+00
8.030000000000000000e+02 3.329618047185450678e+02 -4.290034742868561679e+00 1.605747049009799143e+00
8.040000000000000000e+02 3.324752112440190785e+02 -4.042461615505090755e+00 1.604922776585621325e+00
8.050000000000000000e+02 3.319619142809447681e+02 -3.795212564724248949e+00 1.604890293947893731e+00
8.060000000000000000e+02 3.314219776726520195e+02 -3.548395884013062496e+00 1.605653334792674247e+00
8.070000000000000000e+02 3.308554671928505400e+02 -3.302120876961264884e+00 1.607215625331300135e+00
8.080000000000000000e+02 3.302624505528235090e+02 -3.056497860299065117e+00 1.609580884220747521e+00
8.090000000000000000e+02 3.296429974086223638e+02 -2.811638166934912864e+00 1.612752822493986216e+00
8.100000000000000000e+02 3.289971793682602197e+02 -2.567654148993270269e+00 1.616735143490341198e+00
8.110000000000000000e+02 3.283250699989065424e+02 -2.324659180852376661e+00 1.621531542785845659e+00
8.120000000000000000e+02 3.276267448340806254e+02 -2.082767662182016366e+00 1.627145708123601597e+00
8.130000000000000000e+02 3.269022813808461478e+02 -1.842095020981285858e+00 1.633581319344137306e+00
8.140000000000000000e+02 3.261517591270052776e+02 -1.602757716616363792e+00 1.640842048315763524e+00
8.150000000000000000e+02 3.253752595482923766e+02 -1.364873242858274383e+00 1.648931558864932034e+00
8.160000000000000000e+02 3.245728661155683881e+02 -1.128560130920659210e+00 1.657853506706592039e+00
8.170000000000000000e+02 3.237447041204769107e+02 -8.939277966716380197e-01 1.667609589194202879e+00
8.180000000000000000e+02 3.228910609178224718e+02 -6.610458773037533042e-01 1.678193656517022569e+00
8.190000000000000000e+02 3.220122678452438549e+02 -4.299743529711739232e-01 1.689597495177883379e+00
8.200000000000000000e+02 3.211086606136877322e+02 -2.007736541984525835e-01 1.701812768223228911e+00
8.210000000000000000e+02 3.201805793217528162e+02 2.649533690526924973e-02 1.714831014823295030e+00
8.220000000000000000e+02 3.192283684700333879e+02 2.517712854320582339e-01 1.728643649852302566e+00
8.230000000000000000e+02 3.182523769754636760e+02 4.749924024609865070e-01 1.743241963468638023e+00
8.240000000000000000e+02 3.172529581856609866e+02 6.960964438439284363e-01 1.758617120695043390e+00
8.250000000000000000e+02 3.162304698932699125e+02 9.150207089913592329e-01 1.774760160998800851e+00
8.260000000000000000e+02 3.151852743503062584e+02 1.131702039658147640e+00 1.791661997871916823e+00
8.270000000000000000e+02 3.141177382825006816e+02 1.346076818729358360e+00 1.809313418411313767e+00
8.280000000000000000e+02 3.130282329036425608e+02 1.558080969006044203e+00 1.827705082899009792e+00
8.290000000000000000e+02 3.119171339299239207e+02 1.767649951991046242e+00 1.846827524382309349e+00
8.300000000000000000e+02 3.107848215942829597e+02 1.974718766674788961e+00 1.866671148253988388e+00
8.310000000000000000e+02 3.096316806607486001e+02 2.179221948321078184e+00 1.887226231832479284e+00
8.320000000000000000e+02 3.084581004387832195e+02 2.381093567252896559e+00 1.908482923942058651e+00
8.330000000000000000e+02 3.072644747976278836e+02 2.580267227638204375e+00 1.930431244493031828e+00
8.340000000000000000e+02 3.060512021806445091e+02 2.776676066275729937e+00 1.953061084061919361e+00
8.350000000000000000e+02 3.048186856196612666e+02 2.970252751380772605e+00 1.976362203471645484e+00
8.360000000000000000e+02 3.035673327493154829e+02 3.160929481370996719e+00 2.000324233371721938e+00
8.370000000000000000e+02 3.022975558213977934e+02 3.348637983652230421e+00 2.024936673818433785e+00
8.380000000000000000e+02 3.010097717191957827e+02 3.533309513404257363e+00 2.050188893855027672e+00
