# l   cl_TT   cl_TE   cl_EE
5.790000000000000000e+02 3.543518573645214360e+02 -1.000250384079311106e+00 1.067228590501109187e+00
5.800000000000000000e+02 3.540044396402089433e+02 -8.266394359559184890e-01 1.078778344222306895e+00
5.810000000000000000e+02 3.536297852106634991e+02 -6.544529422657168194e-01 1.091001741771638445e+00
5.820000000000000000e+02 3.532279736551692508e+02 -4.838018119293718278e-01 1.103900793560886662e+00
5.830000000000000000e+02 3.527991235964537964e+02 -3.147879344438854199e-01 1.117476324733418069e+00
5.840000000000000000e+02 3.523435004782321585e+02 -1.474729833905615572e-01 1.131724506328961155e+00
5.850000000000000000e+02 3.518614115148888004e+02 1.809115630514744957e-02 1.146640236942600088e+00
5.860000000000000000e+02 3.513531703708580949e+02 1.818521511662187506e-01 1.162218279927157871e+00
5.870000000000000000e+02 3.508190971907778817e+02 3.437572176800747226e-01 1.178453262726461004e+00
5.880000000000000000e+02 3.502595186296405245e+02 5.037531208146002193e-01 1.195339676208603930e+00
5.890000000000000000e+02 3.496747678829462416e+02 6.617861725341582790e-01 1.212871873999209926e+00
5.900000000000000000e+02 3.490651847168545601e+02 8.178022303156087247e-01 1.231044071814698881e+00
5.910000000000000000e+02 3.484311154983371353e+02 9.717466956643228126e-01 1.249850346795547962e+00
5.920000000000000000e+02 3.477729132253300008e+02 1.123564512630200740e+00 1.269284636839557390e+00
5.930000000000000000e+02 3.470909375568855921e+02 1.273200166323689597e+00 1.289340739935113112e+00
5.940000000000000000e+02 3.463855548433254512e+02 1.420597681431797321e+00 1.310012313494452352e+00
5.950000000000000000e+02 3.456571381563925343e+02 1.565700620734111759e+00 1.331292873686926281e+00
5.960000000000000000e+02 3.449060673194026663e+02 1.708452083618817285e+00 1.353175794772263130e+00
5.970000000000000000e+02 3.441327289373982694e+02 1.848794704598708316e+00 1.375654308433833961e+00
5.980000000000000000e+02 3.433375164272994766e+02 1.986670651827211254e+00 1.398721503111915343e+00
5.990000000000000000e+02 3.425208300480568937e+02 2.122021625614396889e+00 1.422370323336953346e+00
6.000000000000000000e+02 3.416830769308041909e+02 2.254788856942998798e+00 1.446593569062827989e+00
6.010000000000000000e+02 3.408246711090096710e+02 2.384913105984429293e+00 1.471383895000116349e+00
6.020000000000000000e+02 3.399460335486293729e+02 2.512334660614797599e+00 1.496733809949357008e+00
6.030000000000000000e+02 3.390475921782588671e+02 2.636993334930924693e+00 1.522635676134313609e+00
6.040000000000000000e+02 3.381297819192858469e+02 2.758828467766362813e+00 1.549081708535239521e+00
6.050000000000000000e+02 3.371930447160419817e+02 2.877778921207406526e+00 1.576063974222140063e+00
6.060000000000000000e+02 3.362378295659559058e+02 2.993783079109116674e+00 1.603574391688037615e+00
6.070000000000000000e+02 3.352645925497049575e+02 3.106778845611330997e+00 1.631604730182236285e+00
6.080000000000000000e+02 3.342737968613678845e+02 3.216703643654684974e+00 1.660146609043585020e+00
6.090000000000000000e+02 3.332659128385767531e+02 3.323494413496627331e+00 1.689191497033739164e+00
6.100000000000000000e+02 3.322414179926696534e+02 3.427087611227433328e+00 1.718730711670427569e+00
6.110000000000000000e+02 3.312007970388427793e+02 3.527419207286227820e+00 1.748755418560716812e+00
6.120000000000000000e+02 3.301445419263025087e+02 3.624424684976996769e+00 1.779256630734271205e+00
6.130000000000000000e+02 3.290731518684185630e+02 3.718039038984605860e+00 1.810225207976621231e+00
6.140000000000000000e+02 3.279871333728750642e+02 3.808196773890816456e+00 1.841651856162423551e+00
6.150000000000000000e+02 3.268870002718239789e+02 3.894831902690303771e+00 1.873527126588728553e+00
6.160000000000000000e+02 3.257732737520367436e+02 3.977877945306673269e+00 1.905841415308240139e+00
6.170000000000000000e+02 3.246464823850569132e+02 4.057267927108475725e+00 1.938584962462584160e+00
6.180000000000000000e+02 3.235071621573522407e+02 4.132934377425223182e+00 1.971747851615567981e+00
6.190000000000000000e+02 3.223558565004671550e+02 4.204809328063411122e+00 2.005320009086447364e+00
6.200000000000000000e+02 3.211931163211748412e+02 4.272824311822527754e+00 2.039291203283189358e+00
6.210000000000000000e+02 3.200195000316300025e+02 4.336910361011080184e+00 2.073651044035734969e+00
6.220000000000000000e+02 3.188355482550079500e+02 4.397008889567705303e+00 2.108388976251822200e+00
6.230000000000000000e+02 3.176417072306845739e+02 4.453104622356635289e+00 2.143494262071866441e+00
6.240000000000000000e+02 3.164384036743877573e+02 4.505193434322261936e+00 2.178955996978199305e+00
6.250000000000000000e+02 3.152260699625531402e+02 4.553271538592903234e+00 2.214763114767585250e+00
6.260000000000000000e+02 3.140051441546344790e+02 4.597335488367183309e+00 2.250904386882736752e+00
6.270000000000000000e+02 3.127760700154134952e+02 4.637382178800402599e+00 2.287368421743816604e+00
6.280000000000000000e+02 3.115392970373099502e+02 4.673408848890902689e+00 2.324143664079939331e+00
6.290000000000000000e+02 3.102952804626914940e+02 4.705413083366443594e+00 2.361218394260685915e+00
6.300000000000000000e+02 3.090444813061837976e+02 4.733392814570573925e+00 2.398580727627601217e+00
6.310000000000000000e+02 3.077873663769804011e+02 4.757346324349001065e+00 2.436218613825703816e+00
6.320000000000000000e+02 3.065244083011531870e+02 4.777272245935962225e+00 2.474119836134990980e+00
6.330000000000000000e+02 3.052560855439616034e+02 4.793169565840599944e+00 2.512272010801945399e+00
6.340000000000000000e+02 3.039828824321634215e+02 4.805037625733322493e+00 2.550662586371037932e+00
6.350000000000000000e+02 3.027052891763240723e+02 4.812876124332191807e+00 2.589278843016236120e+00
6.360000000000000000e+02 3.014238018931272336e+02 4.816685119289276784e+00 2.628107891872510482e+00
6.370000000000000000e+02 3.001389226276843374e+02 4.816465029077038551e+00 2.667136674367336813e+00
6.380000000000000000e+02 2.988511593758449862e+02 4.812216634874693533e+00 2.706351961552204699e+00
6.390000000000000000e+02 2.975610261065067448e+02 4.803941082454589839e+00 2.745740353434123371e+00
6.400000000000000000e+02 2.962690427839250447e+02 4.791639884068572997e+00 2.785288278307125776e+00
6.410000000000000000e+02 2.949757353900233170e+02 4.775314920334363222e+00 2.824981992083774873e+00
6.420000000000000000e+02 2.936816359467030679e+02 4.754968442121922045e+00 2.864807577626670376e+00
6.430000000000000000e+02 2.923872825381536131e+02 4.730603072439825141e+00 2.904750944079954156e+00
6.440000000000000000e+02 2.910932193331624944e+02 4.702221808321635166e+00 2.944797826200813429e+00
6.450000000000000000e+02 2.897999966074247595e+02 4.669828022712267490e+00 2.984933783690989273e+00
6.460000000000000000e+02 2.885081707658541745e+02 4.633425466354371025e+00 3.025144200528285143e+00
6.470000000000000000e+02 2.872183043648917646e+02 4.593018269674693066e+00 3.065414284298064729e+00
6.480000000000000000e+02 2.859309661348168561e+02 4.548610944670445910e+00 3.105729065524764465e+00
6.490000000000000000e+02 2.846467310020566401e+02 4.500208386795691240e+00 3.146073397003396277e+00
6.500000000000000000e+02 2.833661801114964760e+02 4.447815876847695193e+00 3.186431953131053874e+00
6.510000000000000000e+02 2.820899008487894548e+02 4.391439082853318965e+00 3.226789229238419043e+00
6.520000000000000000e+02 2.808184868626667026e+02 4.331084061955369435e+00 3.267129540921266617e+00
6.530000000000000000e+02 2.795525380872474557e+02 4.266757262298984443e+00 3.307437023371971208e+00
6.540000000000000000e+02 2.782926607643486250e+02 4.198465524917999403e+00 3.347695630711010395e+00
6.550000000000000000e+02 2.770394674657954397e+02 4.126216085621319252e+00 3.387889135318474576e+00
6.560000000000000000e+02 2.757935771157308409e+02 4.050016576879289509e+00 3.428001127165570594e+00
6.570000000000000000e+02 2.745556150129258413e+02 3.969875029710067338e+00 3.468015013146124925e+00
6.580000000000000000e+02 2.733262128530892028e+02 3.885799875565991712e+00 3.507914016408093083e+00
6.590000000000000000e+02 2.721060087511781944e+02 3.797799948219957589e+00 3.547681175685064581e+00
6.600000000000000000e+02 2.708956472637072466e+02 3.705884485651784299e+00 3.587299344627767894e+00
6.610000000000000000e+02 2.696957169575759963e+02 3.610068935660482925e+00 3.626752399385853032e+00
6.620000000000000000e+02 2.685065615601938021e+02 3.510392509411845996e+00 3.666028891936830014e+00
6.630000000000000000e+02 2.673284646890010094e+02 3.406901018709519668e+00 3.705118475997402516e+00
6.640000000000000000e+02 2.661617119330580294e+02 3.299641110788372966e+00 3.744010705731128930e+00
6.650000000000000000e+02 2.650065908582288898e+02 3.188660271792441936e+00 3.782695035411267170e+00
6.660000000000000000e+02 2.638633910123639907e+02 3.074006830252885347e+00 3.821160819083624816e+00
6.670000000000000000e+02 2.627324039304833718e+02 2.955729960565936398e+00 3.859397310229409683e+00
6.680000000000000000e+02 2.616139231399598657e+02 2.833879686470854864e+00 3.897393661428080414e+00
6.690000000000000000e+02 2.605082441657021377e+02 2.708506884527877911e+00 3.935138924020192164e+00
6.700000000000000000e+02 2.594156645353378963e+02 2.579663287596174914e+00 3.972622047770251186e+00
6.710000000000000000e+02 2.583364837843967052e+02 2.447401488311795159e+00 4.009831880529557857e+00
6.720000000000000000e+02 2.572710034614935921e+02 2.311774942565624880e+00 4.046757167899061258e+00
6.730000000000000000e+02 2.562195271335115763e+02 2.172837972981334964e+00 4.083386552892209309e+00
6.740000000000000000e+02 2.551823603907853055e+02 2.030645772393335768e+00 4.119708575597789135e+00
6.750000000000000000e+02 2.541598108522839539e+02 1.885254407324727266e+00 4.155711672842792304e+00
6.760000000000000000e+02 2.531521881707942043e+02 1.736720821465253861e+00 4.191384177855246307e+00
6.770000000000000000e+02 2.521598040381036014e+02 1.585102839149253207e+00 4.226714319927080687e+00
6.780000000000000000e+02 2.511829721901834489e+02 1.430459168833609240e+00 4.261690224076961186e+00
6.790000000000000000e+02 2.502220084123719914e+02 1.272849406575706999e+00 4.296299910713152315e+00
6.800000000000000000e+02 2.492772305445576819e+02 1.112334039511379435e+00 4.330531295296356831e+00
6.810000000000000000e+02 2.483489584863619939e+02 9.489744493328642339e-01 4.364372188002572983e+00
6.820000000000000000e+02 2.474375142023227454e+02 7.828329157667531790e-01 4.397810293385936653e+00
6.830000000000000000e+02 2.465432217270772242e+02 6.139726200519453059e-01 4.430833210041574155e+00
6.840000000000000000e+02 2.456664071705452272e+02 4.424576484175987701e-01 4.463428430268458591e+00
6.850000000000000000e+02 2.448073987231121578e+02 2.683529955610822193e-01 4.495583339732246664e+00
6.860000000000000000e+02 2.439665266608120362e+02 9.172456812592860720e-02 4.527285217128135031e+00
6.870000000000000000e+02 2.431441233505109381e+02 -8.736081182021596114e-02 4.558521233843705112e+00
6.880000000000000000e+02 2.423405232550898916e+02 -2.688354033076367777e-01 4.589278453621786547e+00
6.890000000000000000e+02 2.415560629386276332e+02 -4.526305429866003260e-01 4.619543832223283353e+00
6.900000000000000000e+02 2.407910810715845571e+02 -6.386766416494016330e-01 4.649304217090045377e+00
6.910000000000000000e+02 2.400459184359852429e+02 -8.269031807524123145e-01 4.678546347007707773e+00
6.920000000000000000e+02 2.393209179306013539e+02 -1.017238708938129843e+00 4.707256851768534034e+00
6.930000000000000000e+02 2.386164245761354721e+02 -1.209610838557222845e+00 4.735422251834281226e+00
6.940000000000000000e+02 2.379327855204034847e+02 -1.403946242190580840e+00 4.763028957999035029e+00
6.950000000000000000e+02 2.372703500435183059e+02 -1.600170649171362980e+00 4.790063271052068750e+00
6.960000000000000000e+02 2.366294695630724334e+02 -1.798208842107043237e+00 4.816511381440684580e+00
6.970000000000000000e+02 2.360104976393214713e+02 -1.997984653401460475e+00 4.842359368933070840e+00
6.980000000000000000e+02 2.354137899803671417e+02 -2.199420961776866967e+00 4.867593202281145892e+00
6.990000000000000000e+02 2.348397044473402389e+02 -2.402439688795976025e+00 4.892198738883412723e+00
7.000000000000000000e+02 2.342885395754129831e+02 -2.606963881246423753e+00 4.916163527038579062e+00
7.010000000000000000e+02 2.337603487211176230e+02 -2.812924012926933504e+00 4.939482254582835630e+00
7.020000000000000000e+02 2.332551220539086785e+02 -3.020251807246145059e+00 4.962151413082353635e+00
7.030000000000000000e+02 2.327728476798944541e+02 -3.228878160286049681e+00 4.984167505624658823e+00
7.040000000000000000e+02 2.323135116319845963e+02 -3.438733137834130371e+00 5.005527046922299661e+00
7.050000000000000000e+02 2.318770978600371961e+02 -3.649745972415505246e+00 5.026226563416521742e+00
7.060000000000000000e+02 2.314635882210061766e+02 -3.861845060325074908e+00 5.046262593380935080e+00
7.070000000000000000e+02 2.310729624690882815e+02 -4.074957958659658708e+00 5.065631687025185848e+00
7.080000000000000000e+02 2.307051982458704060e+02 -4.289011382350139456e+00 5.084330406598621899e+00
7.090000000000000000e+02 2.303602710704770402e+02 -4.503931201193608125e+00 5.102355326493971610e+00
7.100000000000000000e+02 2.300381543297173152e+02 -4.719642436885504999e+00 5.119703033351010291e+00
7.110000000000000000e+02 2.297388192682322767e+02 -4.936069260051765717e+00 5.136370126160229255e+00
7.120000000000000000e+02 2.294622349786420159e+02 -5.153134987280951762e+00 5.152353216366505784e+00
7.130000000000000000e+02 2.292083683916932273e+02 -5.370762078156412933e+00 5.167648927972778417e+00
7.140000000000000000e+02 2.289771842664062262e+02 -5.588872132288415173e+00 5.182253897643718688e+00
7.150000000000000000e+02 2.287686451802220233e+02 -5.807385886346282611e+00 5.196164774809384213e+00
7.160000000000000000e+02 2.285827115191501093e+02 -6.026223211090552034e+00 5.209378221768916184e+00
7.170000000000000000e+02 2.284193414679149896e+02 -6.245303108405106052e+00 5.221890913794190681e+00
7.180000000000000000e+02 2.282784910001040544e+02 -6.464543708329316019e+00 5.233699539233490405e+00
7.190000000000000000e+02 2.281601138683145962e+02 -6.683862266090193849e+00 5.244800799615187969e+00
7.200000000000000000e+02 2.280641615943007992e+02 -6.903175159134518069e+00 5.255191409751398979e+00
7.210000000000000000e+02 2.279905834591212681e+02 -7.122397884160994508e+00 5.264868097841667982e+00
7.220000000000000000e+02 2.279393264932864156e+02 -7.341445054152390348e+00 5.273827605576628663e+00
7.230000000000000000e+02 2.279103354669051100e+02 -7.560230395407671722e+00 5.282066688241678243e+00
7.240000000000000000e+02 2.279035528798326879e+02 -7.778666744574156411e+00 5.289582114820647440e+00
7.250000000000000000e+02 2.279189189518176022e+02 -7.996666045679652335e+00 5.296370668099474877e+00
7.260000000000000000e+02 2.279563716126489226e+02 -8.214139347164596927e+00 5.302429144769866376e+00
7.270000000000000000e+02 2.280158464923034387e+02 -8.430996798914208057e+00 5.307754355532980917e+00
7.280000000000000000e+02 2.280972769110932177e+02 -8.647147649290619853e+00 5.312343125203088157e+00
7.290000000000000000e+02 2.282005938698123941e+02 -8.862500242165021191e+00 5.316192292811242837e+00
7.300000000000000000e+02 2.283257260398847563e+02 -9.076962013949813723e+00 5.319298711708958294e+00
7.310000000000000000e+02 2.284725997535108775e+02 -9.290439490630738817e+00 5.321659249671878200e+00
7.320000000000000000e+02 2.286411389938152752e+02 -9.502838284799027591e+00 5.323270789003436754e+00
7.330000000000000000e+02 2.288312653849938840e+02 -9.714063092683550948e+00 5.324130226638541963e+00
7.340000000000000000e+02 2.290428981824609593e+02 -9.924017691182939416e+00 5.324234474247235838e+00
7.350000000000000000e+02 2.292759542629966347e+02 -1.013260493489775271e+01 5.323580458338374122e+00
7.360000000000000000e+02 2.295303481148941671e+02 -1.033972675316260492e+01 5.322165120363290036e+00
7.370000000000000000e+02 2.298059918281066132e+02 -1.054528414707831452e+01 5.319985416819462465e+00
7.380000000000000000e+02 2.301027950843949554e+02 -1.074917718654404020e+01 5.317038319354196574e+00
7.390000000000000000e+02 2.304206360761403687e+02 -1.095131346419221963e+01 5.313322227852314228e+00
7.400000000000000000e+02 2.307592736530683339e+02 -1.115163364622842579e+01 5.308841240084273494e+00
7.410000000000000000e+02 2.311184334220436369e+02 -1.135008642001418977e+01 5.303600966533867478e+00
7.420000000000000000e+02 2.314978366451366298e+02 -1.154662008173411536e+01 5.297607125460515931e+00
7.430000000000000000e+02 2.318972002233914509e+02 -1.174118253528381928e+01 5.290865543312993857e+00
7.440000000000000000e+02 2.323162366805933914e+02 -1.193372129115773994e+01 5.283382155143151238e+00
7.450000000000000000e+02 2.327546541470379111e+02 -1.212418346533708302e+01 5.275163005019649631e+00
7.460000000000000000e+02 2.332121563432976075e+02 -1.231251577817765686e+01 5.266214246441689006e+00
7.470000000000000000e+02 2.336884425639906908e+02 -1.249866455329776471e+01 5.256542142752728353e+00
7.480000000000000000e+02 2.341832076615489484e+02 -1.268257571646610060e+01 5.246153067554224947e+00
7.490000000000000000e+02 2.346961420299858219e+02 -1.286419479448959891e+01 5.235053505119348749e+00
7.500000000000000000e+02 2.352269315886640015e+02 -1.304346691410134085e+01 5.223250050806726996e+00
7.510000000000000000e+02 2.357752577660639020e+02 -1.322033680084842189e+01 5.210749411474157711e+00
7.520000000000000000e+02 2.363407974835511425e+02 -1.339474877797982622e+01 5.197558405892345412e+00
7.530000000000000000e+02 2.369232231391451649e+02 -1.356664676533431901e+01 5.183683965158627061e+00
7.540000000000000000e+02 2.375222025912866002e+02 -1.373597427822832628e+01 5.169133133110703326e+00
7.550000000000000000e+02 2.381373991426055170e+02 -1.390267442634379336e+01 5.153913066740357429e+00
7.560000000000000000e+02 2.387684715236896125e+02 -1.406668991261609669e+01 5.138031036607193514e+00
7.570000000000000000e+02 2.394150738768517783e+02 -1.422796303212189706e+01 5.121494427252361703e+00
7.580000000000000000e+02 2.400768557398984910e+02 -1.438643567096703357e+01 5.104310737612284044e+00
7.590000000000000000e+02 2.407534620298972925e+02 -1.454204930517438399e+01 5.086487581432380445e+00
7.600000000000000000e+02 2.414445330269455496e+02 -1.469474499957178892e+01 5.068032687680804393e+00
7.610000000000000000e+02 2.421497043579376509e+02 -1.484446340667986952e+01 5.048953900962162678e+00
7.620000000000000000e+02 2.428686069803334533e+02 -1.499114476559996589e+01 5.029259181931252876e+00
7.630000000000000000e+02 2.436008671659260187e+02 -1.513472890090197254e+01 5.008956607706778641e+00
7.640000000000000000e+02 2.443461064846099475e+02 -1.527515522151223948e+01 4.988054372285089855e+00
7.650000000000000000e+02 2.451039417881490294e+02 -1.541236271960145920e+01 4.966560786953904127e+00
7.660000000000000000e+02 2.458739851939442076e+02 -1.554628996947251984e+01 4.944484280706037183e+00
7.670000000000000000e+02 2.466558440688019402e+02 -1.567687512644841163e+01 4.921833400653128798e+00
7.680000000000000000e+02 2.474491210127016529e+02 -1.580405592576009433e+01 4.898616812439374080e+00
7.690000000000000000e+02 2.482534138425644699e+02 -1.592776968143437344e+01 4.874843300655248512e+00
7.700000000000000000e+02 2.490683155760203817e+02 -1.604795328518178721e+01 4.850521769251236570e+00
7.710000000000000000e+02 2.498934144151764940e+02 -1.616454320528447752e+01 4.825661241951561209e+00
7.720000000000000000e+02 2.507282937303855306e+02 -1.627747548548408929e+01 4.800270862667912475e+00
7.730000000000000000e+02 2.515725320440132293e+02 -1.638668574386963428e+01 4.774359895913173446e+00
7.740000000000000000e+02 2.524257030142064195e+02 -1.649210917176535318e+01 4.747937727215145287e+00
7.750000000000000000e+02 2.532873754186610995e+02 -1.659368053261864162e+01 4.721013863530285626e+00
7.760000000000000000e+02 2.541571131383905140e+02 -1.669133416088788024e+01 4.693597933657422949e+00
7.770000000000000000e+02 2.550344751414930613e+02 -1.678500396093036073e+01 4.665699688651498533e+00
7.780000000000000000e+02 2.559190303977089229e+02 -1.687463350653379734e+01 4.637329249615318894e+00
7.790000000000000000e+02 2.568104029616142157e+02 -1.696020654946055473e+01 4.608497855334860560e+00
7.800000000000000000e+02 2.577082277027080295e+02 -1.704171708082380121e+01 4.579217129484001170e+00
7.810000000000000000e+02 2.586121354379650938e+02 -1.711915928316294710e+01 4.549498834978603412e+00
7.820000000000000000e+02 2.595217529185601961e+02 -1.719252753133147138e+01 4.519354874439230230e+00
7.830000000000000000e+02 2.604367028165920601e+02 -1.726181639338470930e+01 4.488797290653852912e+00
7.840000000000000000e+02 2.613566037118079635e+02 -1.732702063146767557e+01 4.457838267040553859e+00
7.850000000000000000e+02 2.622810700783283551e+02 -1.738813520270284485e+01 4.426490128110248001e+00
7.860000000000000000e+02 2.632097122713702220e+02 -1.744515526007795714e+01 4.394765339929375791e+00
7.870000000000000000e+02 2.641421365139719342e+02 -1.749807615333383382e+01 4.362676510582621070e+00
7.880000000000000000e+02 2.650779448837177483e+02 -1.754689342985216527e+01 4.330236390635623600e+00
7.890000000000000000e+02 2.660167352994614589e+02 -1.759160283554332338e+01 4.297457873597676503e+00
7.900000000000000000e+02 2.669581015080512998e+02 -1.763220031573416691e+01 4.264353996384445011e+00
7.910000000000000000e+02 2.679016330710534817e+02 -1.766868201605581490e+01 4.230937939780670121e+00
7.920000000000000000e+02 2.688469153514775485e+02 -1.770104428333151247e+01 4.197223028902878461e+00
7.930000000000000000e+02 2.697935295004993463e+02 -1.772928366646435450e+01 4.163222733662094832e+00
7.940000000000000000e+02 2.707410524441863799e+02 -1.775339691732514424e+01 4.128950669226543191e+00
7.950000000000000000e+02 2.716890568702215205e+02 -1.777338099164017748e+01 4.094420596484360964e+00
7.960000000000000000e+02 2.726371112146275664e+02 -1.778923304987904430e+01 4.059646422506308916e+00
7.970000000000000000e+02 2.735847796484911782e+02 -1.780095045814243093e+01 4.024642201008475695e+00
7.980000000000000000e+02 2.745316220646876104e+02 -1.780853078904993225e+01 3.989422132814989919e+00
7.990000000000000000e+02 2.754771940646044754e+02 -1.781197182262783940e+01 3.954000566320727827e+00
8.000000000000000000e+02 2.764210469448664185e+02 -1.781127154719694516e+01 3.918391997954018713e+00
8.010000000000000000e+02 2.773627276840593936e+02 -1.780642816026036712e+01 3.882611072639362781e+00
8.020000000000000000e+02 2.783017789294545992e+02 -1.779744006939132106e+01 3.846672584260129923e+00
8.030000000000000000e+02 2.792377389837329815e+02 -1.778430589312094057e+01 3.810591476121273136e+00
8.040000000000000000e+02 2.801701417917095114e+02 -1.776702446182607531e+01 3.774382841412037948e+00
8.050000000000000000e+02 2.810985169270576307e+02 -1.774559481861708932e+01 3.738061923668671405e+00
8.060000000000000000e+02 2.820223895790329607e+02 -1.772001622022568412e+01 3.701644117237126608e+00
8.070000000000000000e+02 2.829412805391983170e+02 -1.769028813789266152e+01 3.665144967735776138e+00
8.080000000000000000e+02 2.838547061881474178e+02 -1.765641025825576094e+01 3.628580172518119262e+00
8.090000000000000000e+02 2.847621784822293307e+02 -1.761838248423746478e+01 3.591965581135491359e+00
8.100000000000000000e+02 2.856632049402729194e+02 -1.757620493593275768e+01 3.555317195799770680e+00
8.110000000000000000e+02 2.865572886303109499e+02 -1.752987795149698869e+01 3.518651171846089554e+00
8.120000000000000000e+02 2.874439281563043096e+02 -1.747940208803362339e+01 3.481983818195540703e+00
8.130000000000000000e+02 2.883226176448663978e+02 -1.742477812248206703e+01 3.445331597817890668e+00
8.140000000000000000e+02 2.891928467319874017e+02 -1.736600705250547705e+01 3.408711128194280793e+00
8.150000000000000000e+02 2.900541005497586298e+02 -1.730309009737855774e+01 3.372139181779945982e+00
8.160000000000000000e+02 2.909058597130965040e+02 -1.723602869887533373e+01 3.335632686466912133e+00
8.170000000000000000e+02 2.917476466444319954e+02 -1.716483091712486342e+01 3.299207677316408294e+00
8.180000000000000000e+02 2.925791654818044094e+02 -1.708953074164057284e+01 3.262876130292478472e+00
8.190000000000000000e+02 2.934001646435177122e+02 -1.701016912698785433e+01 3.226649072889075764e+00
8.200000000000000000e+02 2.942103907116730852e+02 -1.692678763110437856e+01 3.190537628009642024e+00
8.210000000000000000e+02 2.950095884272134299e+02 -1.683942841733615836e+01 3.154553014241509246e+00
8.220000000000000000e+02 2.957975006849686110e+02 -1.674813425647366927e+01 3.118706546130306290e+00
8.230000000000000000e+02 2.965738685286994496e+02 -1.665294852878784582e+01 3.083009634454348280e+00
8.240000000000000000e+02 2.973384311461426819e+02 -1.655391522606622701e+01 3.047473786499042880e+00
8.250000000000000000e+02 2.980909258640555777e+02 -1.645107895364898098e+01 3.012110606331291685e+00
8.260000000000000000e+02 2.988310881432604447e+02 -1.634448493246501144e+01 2.976931795073885390e+00
8.270000000000000000e+02 2.995586515736895876e+02 -1.623417900106798939e+01 2.941949151179913624e+00
8.280000000000000000e+02 3.002733478694296991e+02 -1.612020761767247379e+01 2.907174570707153016e+00
8.290000000000000000e+02 3.009749068637665914e+02 -1.600261786218997528e+01 2.872620047592479686e+00
8.300000000000000000e+02 3.016630565042296439e+02 -1.588145743826497380e+01 2.838297673926258202e+00
8.310000000000000000e+02 3.023375228476371035e+02 -1.575677467531108178e+01 2.804219640226752741e+00
8.320000000000000000e+02 3.029980300551399068e+02 -1.562861853054703687e+01 2.770398235714519153e+00
8.330000000000000000e+02 3.036443003872668669e+02 -1.549703859103283321e+01 2.736845848586811680e+00
8.340000000000000000e+02 3.042760541989688932e+02 -1.536208507570574611e+01 2.703574966291975912e+00
8.350000000000000000e+02 3.048930099346642919e+02 -1.522380883741645619e+01 2.670598175803857721e+00
8.360000000000000000e+02 3.054948841232828727e+02 -1.508226136496507408e+01 2.637928163896197553e+00
8.370000000000000000e+02 3.060813913733105665e+02 -1.493749478513724682e+01 2.605577717417033146e+00
8.380000000000000000e+02 3.066522443678344985e+02 -1.478956186474021273e+01 2.573559723563097812e+00
8.390000000000000000e+02 3.072071538595874358e+02 -1.463851601263888824e+01 2.541887170154226716e+00
8.400000000000000000e+02 3.077458286659921214e+02 -1.448441128179192283e+01 2.510573145907748049e+00
8.410000000000000000e+02 3.082679756642065740e+02 -1.432730237128780004e+01 2.479630840712892415e+00
8.420000000000000000e+02 3.087732997861680815e+02 -1.416724462838087817e+01 2.449073545905186666e+00
8.430000000000000000e+02 3.092615040136381594e+02 -1.400429405052748777e+01 2.418914654540857523e+00
8.440000000000000000e+02 3.097322893732475109e+02 -1.383850728742199365e+01 2.389167661671232512e+00
8.450000000000000000e+02 3.101853549315399050e+02 -1.366994164303287285e+01 2.359846164617137809e+00
8.460000000000000000e+02 3.106203977900174209e+02 -1.349865507763877837e+01 2.330963863243299627e+00
8.470000000000000000e+02 3.110371130801851223e+02 -1.332470620986463317e+01 2.302534560232746941e+00
8.480000000000000000e+02 3.114351939585954483e+02 -1.314815431871768325e+01 2.274572161361207989e+00
8.490000000000000000e+02 3.118143316018927749e+02 -1.296905934562356499e+01 2.247090675771512558e+00
8.500000000000000000e+02 3.121742152018583170e+02 -1.278748189646240974e+01 2.220104216247993367e+00
8.510000000000000000e+02 3.125145319604548604e+02 -1.260348324360488625e+01 2.193626999490885243e+00
8.520000000000000000e+02 3.128349670848710389e+02 -1.241712532794829116e+01 2.167673346390724287e+00
8.530000000000000000e+02 3.131352037825662364e+02 -1.222847076095261265e+01 2.142257682302751487e+00
8.540000000000000000e+02 3.134149232563153760e+02 -1.203758282667661028e+01 2.117394537321310999e+00
8.550000000000000000e+02 3.136738046992530258e+02 -1.184452548381388048e+01 2.093098546554249317e+00
8.560000000000000000e+02 3.139115766311629727e+02 -1.164936302569727644e+01 2.069382681792553136e+00
8.570000000000000000e+02 3.141281718769041049e+02 -1.145215904984685018e+01 2.046252912912414956e+00
8.580000000000000000e+02 3.143235752208887561e+02 -1.125297747488780864e+01 2.023713455982190546e+00
8.590000000000000000e+02 3.144977723087736194e+02 -1.105188288296681876e+01 2.001768533602208855e+00
8.600000000000000000e+02 3.146507496509033786e+02 -1.084894052173213375e+01 1.980422374889875936e+00
8.610000000000000000e+02 3.147824946257526335e+02 -1.064421630631371052e+01 1.959679215464762425e+00
8.620000000000000000e+02 3.148929954833698162e+02 -1.043777682130333595e+01 1.939543297433700131e+00
8.630000000000000000e+02 3.149822413488196844e+02 -1.022968932273475851e+01 1.920018869375876180e+00
8.640000000000000000e+02 3.150502222256264986e+02 -1.002002174006380564e+01 1.901110186327928053e+00
8.650000000000000000e+02 3.150969289992170275e+02 -9.808842678148511851e+00 1.882821509769037949e+00
